Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Conklin,NYJ,6,6,80,0,4,46,7.7,34,5.7,7.7,1,6.0,0,0.0,0,118.7
Garrett Wilson,NYJ,11,3,18,0,1,15,5.0,3,1.0,11.5,0,,1,9.1,1,1.7
C.J. Uzomah,NYJ,7,3,24,0,2,15,5.0,9,3.0,8.7,0,,0,0.0,0,52.1
Corey Davis,NYJ,6,3,45,0,3,45,15.0,0,0.0,13.0,0,,0,0.0,0,75.0
Michael Carter,NYJ,3,2,3,0,0,-3,-1.5,6,3.0,-1.0,0,,0,0.0,0,70.1
Elijah Moore,NYJ,2,2,18,0,1,18,9.0,0,0.0,9.0,0,,0,0.0,0,104.2
Zonovan Knight,NYJ,3,2,17,0,1,-3,-1.5,20,10.0,-0.3,0,,0,0.0,0,81.2
Ty Johnson,NYJ,5,1,11,0,1,2,2.0,9,9.0,-0.2,0,,0,0.0,0,39.6
Braxton Berrios,NYJ,1,1,24,0,1,7,7.0,17,17.0,7.0,1,1.0,0,0.0,0,118.7
Denzel Mims,NYJ,1,0,0,0,,0,,0,,24.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Colby Parkinson,SEA,7,5,36,1,2,24,4.8,12,2.4,7.1,0,,0,0.0,0,122.6
DeeJay Dallas,SEA,4,3,55,0,2,8,2.7,47,15.7,5.8,0,,0,0.0,0,116.7
Tyler Lockett,SEA,2,2,15,0,,8,4.0,7,3.5,4.0,0,,0,0.0,0,97.9
Noah Fant,SEA,3,2,40,0,2,33,16.5,7,3.5,18.7,0,,0,0.0,0,109.7
Laquon Treadwell,SEA,2,2,15,0,2,7,3.5,8,4.0,3.5,0,,0,0.0,0,97.9
Godwin Igwebuike,SEA,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Tyler Mabry,SEA,1,1,7,1,1,6,6.0,1,1.0,6.0,0,,0,0.0,0,135.4
D.K. Metcalf,SEA,5,1,3,0,,5,5.0,-2,-2.0,19.2,0,,0,0.0,0,39.6
Kenneth Walker III,SEA,1,1,9,0,1,-1,-1.0,10,10.0,-1.0,1,1.0,0,0.0,0,104.2
Cade Johnson,SEA,2,0,0,0,,0,,0,,10.5,0,,0,0.0,0,39.6
