#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 25,7,4:08,29,Punt
2,1,9:12,JAX 31,3,0:26,5,Punt
3,1,4:16,JAX 2,7,4:25,32,Punt
4,2,14:51,KAN 17,4,1:52,3,Field Goal
5,2,10:57,KAN 37,1,0:03,-5,Fumble
6,2,9:41,JAX 12,11,5:37,38,Downs
7,2,0:27,JAX 25,5,0:27,44,Field Goal
8,3,11:30,JAX 25,5,3:05,13,Punt
9,3,4:45,JAX 35,3,1:00,-4,Punt
10,3,1:59,JAX 23,9,3:16,73,Field Goal
11,4,8:10,JAX 25,12,3:52,59,Downs
