Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marquez Callaway,NOR,9,6,112,0,4,77,12.8,35,5.8,10.6,0,,0,0.0,0,109.5
Tre'Quan Smith,NOR,3,2,17,0,,14,7.0,3,1.5,7.3,1,2.0,0,0.0,0,81.2
Mark Ingram,NOR,2,2,8,0,1,4,2.0,4,2.0,2.0,0,,0,0.0,0,83.3
Alvin Kamara,NOR,6,2,13,0,0,6,3.0,7,3.5,5.8,0,,3,50.0,0,42.4
Adam Trautman,NOR,2,1,4,0,,4,4.0,0,0.0,13.0,0,,0,0.0,0,56.2
Nick Vannett,NOR,1,0,0,0,,0,,0,,22.0,0,,1,100.0,0,39.6
Ty Montgomery,NOR,2,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Leonard Fournette,TAM,7,7,33,0,3,-2,-0.3,35,5.0,-0.3,0,,0,0.0,0,86.3
Chris Godwin,TAM,7,6,49,0,2,34,5.7,15,2.5,7.4,0,,0,0.0,0,95.8
Tyler Johnson,TAM,7,4,41,0,2,23,5.8,18,4.5,5.1,1,4.0,2,28.6,0,74.1
Ronald Jones II,TAM,2,2,8,0,0,-4,-2.0,12,6.0,-2.0,1,2.0,0,0.0,0,83.3
Cameron Brate,TAM,4,2,22,0,1,20,10.0,2,1.0,10.0,0,,1,25.0,0,66.7
Scott Miller,TAM,3,2,18,0,2,16,8.0,2,1.0,8.7,0,,0,0.0,1,43.1
Rob Gronkowski,TAM,11,2,29,0,2,22,11.0,7,3.5,11.1,0,,2,18.2,0,39.6
Mike Evans,TAM,1,1,14,0,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7
O.J. Howard,TAM,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Jaelon Darden,TAM,3,0,0,0,,0,,0,,33.0,0,,0,0.0,0,39.6
Ke'Shawn Vaughn,TAM,2,0,0,0,0,0,,0,,1.5,0,,1,50.0,0,39.6
