Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Myles Bryant,NWE,0,6,5,83.3%,62,12.4,10.3,0,109.7,8.3,44,18,0,0,0,0.0,0,5,0,0.0%
Jonathan Jones,NWE,0,8,5,62.5%,66,13.2,8.3,1,128.1,9.3,31,35,0,0,0,0.0,0,4,0,0.0%
J.C. Jackson,NWE,0,9,5,55.6%,94,18.8,10.4,2,131.5,13.7,88,6,0,0,0,0.0,0,3,0,0.0%
Kyle Dugger,NWE,1,5,4,80.0%,26,6.5,5.2,0,48.7,4.4,7,19,6,1,0,1.0,2,9,1,10.0%
Jahlani Tavai,NWE,0,6,3,50.0%,51,17.0,8.5,0,79.2,3.7,20,31,9,1,0,0.0,1,7,1,12.5%
Anfernee Jennings,NWE,0,3,3,100.0%,19,6.3,6.3,0,93.1,3.7,11,8,2,0,0,0.0,0,2,1,33.3%
Mack Wilson,NWE,0,2,2,100.0%,22,11.0,11.0,0,112.5,3.5,7,15,5,1,0,0.0,1,6,0,0.0%
Ja'Whaun Bentley,NWE,0,2,2,100.0%,9,4.5,4.5,0,85.4,0.0,0,9,2,0,0,0.0,0,6,0,0.0%
Jack Jones,NWE,0,3,2,66.7%,20,10.0,6.7,0,85.4,4.3,1,19,0,0,0,0.0,0,3,1,25.0%
Keion White,NWE,0,1,1,100.0%,-8,-8.0,-8.0,0,79.2,-4.0,-4,-4,0,2,0,0.0,2,3,0,0.0%
Jabrill Peppers,NWE,0,2,1,50.0%,2,2.0,1.0,0,56.2,1.5,-4,6,3,0,0,0.0,0,5,1,16.7%
Marte Mapu,NWE,0,1,1,100.0%,15,15.0,15.0,0,118.7,15.0,15,0,0,0,0,0.0,0,1,0,0.0%
Deatrich Wise Jr.,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Davon Godchaux,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Christian Barmore,NWE,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
Adrian Phillips,NWE,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kader Kohou,MIA,0,7,6,85.7%,34,5.7,4.9,0,86.9,2.3,13,21,1,0,0,0.0,0,4,1,20.0%
Eli Apple,MIA,0,5,4,80.0%,30,7.5,6.0,0,91.7,6.8,21,9,0,0,0,0.0,0,3,1,25.0%
Jerome Baker,MIA,0,5,3,60.0%,27,9.0,5.4,0,74.6,3.0,8,19,1,1,0,0.0,1,5,0,0.0%
Brandon Jones,MIA,0,3,2,66.7%,11,5.5,3.7,1,112.5,15.3,9,2,0,0,0,0.0,0,7,2,22.2%
Bradley Chubb,MIA,0,1,1,100.0%,2,2.0,2.0,0,79.2,-1.0,-1,3,0,0,1,1.0,2,3,2,40.0%
Jalen Ramsey,MIA,1,3,1,33.3%,24,24.0,8.0,0,23.6,11.0,18,6,0,0,0,0.0,0,1,1,50.0%
Justin Bethel,MIA,0,1,1,100.0%,24,24.0,24.0,1,158.3,11.0,11,13,0,0,0,0.0,0,1,0,0.0%
DeShon Elliott,MIA,0,2,1,50.0%,9,9.0,4.5,0,62.5,1.5,-1,10,1,0,0,0.0,0,6,0,0.0%
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,1,33.3%
Raekwon Davis,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Jaelan Phillips,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,8,1,11.1%
Andrew Van Ginkel,MIA,0,0,0,,,,,,,,,,2,0,1,0.0,1,1,0,0.0%
Christian Wilkins,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
David Long,MIA,0,1,0,0.0%,,,0.0,,39.6,22.0,,,5,0,0,0.0,0,4,0,0.0%
