Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cam Akers,LAR,19,123,0,3,58,3.1,65,3.4,4,4.8
Baker Mayfield,LAR,3,8,0,1,2,0.7,6,2.0,1,3.0
Kyren Williams,LAR,2,6,0,,3,1.5,3,1.5,0,
Malcolm Brown,LAR,1,23,1,1,23,23.0,0,0.0,0,
Brandon Powell,LAR,1,6,0,1,6,6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,10,122,2,5,39,3.9,83,8.3,3,3.3
Larry Rountree,LAC,10,15,0,0,6,0.6,9,0.9,0,
Joshua Kelley,LAC,9,45,0,3,27,3.0,18,2.0,0,
Keenan Allen,LAC,1,8,0,1,6,6.0,2,2.0,0,
Justin Herbert,LAC,1,2,0,1,2,2.0,0,0.0,0,
