Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tom Kennedy,,,0,0,,,,,,,,,,1,0,0,,0,,0,
Azeez Al-Shaair,SFO,0,13,7,53.8%,53,7.6,4.1,1,89.6,1.0,-7,60,0,0,0,0.0,0,7,2,22.2%
Fred Warner,SFO,0,6,6,100.0%,57,9.5,9.5,0,106.2,4.0,24,33,1,0,0,0.0,0,11,0,0.0%
Dre Greenlaw,SFO,1,6,5,83.3%,27,5.4,4.5,0,45.8,2.0,5,22,0,0,0,0.0,0,6,1,14.3%
Dontae Johnson,SFO,0,6,3,50.0%,25,8.3,4.2,1,100.7,13.3,25,0,0,0,0,0.0,0,3,0,0.0%
Ambry Thomas,SFO,0,3,3,100.0%,44,14.7,14.7,0,118.7,13.0,39,5,0,0,0,0.0,0,2,0,0.0%
Jaquiski Tartt,SFO,0,4,3,75.0%,17,5.7,4.3,1,121.9,5.5,15,2,0,0,0,0.0,0,7,0,0.0%
Demetrius Flannigan-Fowles,SFO,0,4,3,75.0%,21,7.0,5.3,0,86.5,1.3,4,17,0,0,0,0.0,0,3,1,25.0%
Jason Verrett,SFO,0,5,2,40.0%,24,12.0,4.8,0,55.4,9.8,18,6,0,0,0,0.0,0,5,0,0.0%
Jimmie Ward,SFO,0,2,2,100.0%,47,23.5,23.5,0,118.7,13.0,26,21,0,0,0,0.0,0,6,0,0.0%
K'Waun Williams,SFO,0,3,1,33.3%,11,11.0,3.7,0,45.1,7.7,0,11,2,0,1,0.0,1,3,1,25.0%
Marcell Harris,SFO,0,1,1,100.0%,9,9.0,9.0,0,104.2,-4.0,-4,13,0,0,0,0.0,0,2,0,0.0%
Deommodore Lenoir,SFO,0,3,1,33.3%,3,3.0,1.0,0,42.4,16.7,3,0,0,0,0,0.0,0,3,0,0.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,1,1.0,3,4,0,0.0%
Dee Ford,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Kentavius Street,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,0,0.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Will Harris,DET,0,4,4,100.0%,45,11.3,11.3,0,113.5,4.8,19,26,1,0,0,0.0,0,7,1,12.5%
Amani Oruwariye,DET,0,7,4,57.1%,59,14.8,8.4,1,124.4,9.1,41,18,0,0,0,0.0,0,1,0,0.0%
Tracy Walker,DET,0,4,3,75.0%,66,22.0,16.5,0,116.7,10.5,38,28,3,0,0,1.0,1,7,1,12.5%
Jeff Okudah,DET,0,4,3,75.0%,109,36.3,27.3,1,156.2,11.0,34,75,0,0,0,0.0,0,4,0,0.0%
Jamie Collins,DET,0,1,1,100.0%,15,15.0,15.0,0,118.7,0.0,0,15,1,0,1,0.0,1,5,1,16.7%
Alex Anzalone,DET,0,1,1,100.0%,2,2.0,2.0,0,79.2,-4.0,-4,6,2,0,0,0.0,0,4,0,0.0%
Ifeatu Melifonwu,DET,0,1,1,100.0%,12,12.0,12.0,0,116.7,-5.0,-5,17,0,0,0,0.0,0,0,1,100.0%
Trey Flowers,DET,0,1,1,100.0%,11,11.0,11.0,0,112.5,6.0,6,5,1,0,0,0.0,0,4,0,0.0%
Romeo Okwara,DET,0,0,0,,,,,,,,,,5,2,1,0.0,3,1,0,0.0%
Nick Williams,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
