Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.K. Metcalf,SEA,12,6,52,0,3,27,4.5,25,4.2,14.5,0,,1,8.3,1,27.1
Gerald Everett,SEA,4,4,60,0,2,50,12.5,10,2.5,12.5,0,,0,0.0,0,118.7
DeeJay Dallas,SEA,4,3,11,0,1,-2,-0.7,13,4.3,4.5,0,,0,0.0,0,77.1
Rashaad Penny,SEA,2,2,5,0,0,-7,-3.5,12,6.0,-3.5,1,2.0,0,0.0,0,79.2
Will Dissly,SEA,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
Freddie Swain,SEA,1,1,25,0,1,5,5.0,20,20.0,5.0,0,,0,0.0,0,118.7
D'Wayne Eskridge,SEA,4,0,0,0,,0,,0,,33.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,13,9,136,2,5,90,10.0,46,5.1,10.1,1,9.0,0,0.0,1,110.9
Ben Skowronek,LAR,5,4,42,0,2,24,6.0,18,4.5,5.8,0,,1,20.0,0,101.7
Darrell Henderson,LAR,2,2,4,0,0,0,0.0,4,2.0,0.0,0,,0,0.0,0,79.2
Van Jefferson,LAR,2,2,23,0,1,22,11.0,1,0.5,11.0,0,,0,0.0,0,114.6
Sony Michel,LAR,2,2,23,0,1,-7,-3.5,30,15.0,-3.5,1,2.0,0,0.0,0,114.6
Odell Beckham Jr.,LAR,3,1,7,0,1,6,6.0,1,1.0,15.7,0,,0,0.0,0,42.4
Brycen Hopkins,LAR,1,1,9,0,1,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Kendall Blanton,LAR,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
