Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Cornell Armstrong,ATL,0,9,6,66.7%,84,14.0,9.3,1,133.6,9.2,65,19,0,0,0,0.0,0,8,0,0.0%
Darren Hall,ATL,0,7,6,85.7%,94,15.7,13.4,1,158.3,9.3,65,29,0,0,0,0.0,0,6,0,0.0%
Troy Andersen,ATL,0,5,5,100.0%,48,9.6,9.6,0,106.7,6.4,32,16,0,0,0,0.0,0,6,0,0.0%
Jaylinn Hawkins,ATL,0,6,4,66.7%,56,14.0,9.3,0,96.5,10.2,32,24,0,0,0,0.0,0,11,0,0.0%
Rashaan Evans,ATL,0,4,4,100.0%,97,24.3,24.3,1,158.3,15.5,62,35,0,0,0,0.0,0,13,0,0.0%
Richie Grant,ATL,0,3,3,100.0%,19,6.3,6.3,0,93.1,1.0,3,16,1,0,0,0.0,0,4,0,0.0%
Mykal Walker,ATL,0,3,2,66.7%,33,16.5,11.0,0,103.5,8.0,20,13,0,0,0,0.0,0,4,0,0.0%
Isaiah Oliver,ATL,0,3,2,66.7%,37,18.5,12.3,0,109.0,9.0,27,10,0,0,0,0.0,0,3,0,0.0%
Lorenzo Carter,ATL,0,1,1,100.0%,6,6.0,6.0,0,91.7,0.0,0,6,0,0,0,1.0,1,2,0,0.0%
AJ Terrell,ATL,0,1,1,100.0%,7,7.0,7.0,0,95.8,6.0,6,1,0,0,0,0.0,0,1,0,0.0%
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,1,2,1.0,4,2,0,0.0%
Arnold Ebiketie,ATL,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,0,
DeAngelo Malone,ATL,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Chidobe Awuzie,CIN,0,3,3,100.0%,22,7.3,7.3,0,97.2,7.0,21,1,0,0,0,0.0,0,3,0,0.0%
Akeem Davis-Gaither,CIN,0,1,1,100.0%,7,7.0,7.0,0,95.8,6.0,6,1,0,0,0,0.0,0,10,0,0.0%
Jessie Bates III,CIN,0,2,1,50.0%,2,2.0,1.0,0,56.2,0.0,0,2,0,0,0,0.0,0,2,0,0.0%
Germaine Pratt,CIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,8.0,8,1,2,0,0,0.0,0,6,0,0.0%
Cam Taylor-Britt,CIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,5.0,5,4,0,0,0,0.0,0,3,0,0.0%
Eli Apple,CIN,0,1,1,100.0%,75,75.0,75.0,1,158.3,41.0,41,34,0,0,0,0.0,0,0,0,
Sam Hubbard,CIN,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%
Trey Hendrickson,CIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Mike Hilton,CIN,0,2,0,0.0%,,,0.0,,39.6,11.0,,,0,0,1,0.0,1,1,0,0.0%
Joseph Ossai,CIN,0,0,0,,,,,,,,,,1,0,0,1.0,1,1,0,0.0%
Vonn Bell,CIN,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,0,0,0,0.0,0,3,0,0.0%
