#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 25,7,3:51,20,Downs
2,1,8:47,DET 25,6,3:15,57,Interception
3,2,14:14,DET 47,7,4:11,8,Punt
4,2,7:32,,8,4:06,9,Fumble
5,2,3:26,DET 25,3,1:40,5,Punt
6,3,10:09,DET 25,8,3:35,41,Downs
7,3,1:51,DET 23,11,3:39,72,Downs
8,4,11:13,DET 35,6,1:53,33,Downs
9,4,5:01,DET 25,7,1:59,57,Downs
10,4,0:22,DET 30,1,0:22,-1,End of Game
