Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Russell Wilson,SEA,18,23,254,4,0,3,13,69,152.3,5,9,0,11,0,0,0,0,0,0,0
Chris Carson,SEA,0,0,0,0,0,0,0,0,,16,91,0,33,3,3,26,0,16,1,1
D'Wayne Eskridge,SEA,0,0,0,0,0,0,0,0,,2,22,0,13,1,1,6,0,6,0,0
Rashaad Penny,SEA,0,0,0,0,0,0,0,0,,2,8,0,4,0,0,0,0,0,0,0
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,1,5,0,5,1,1,5,0,5,0,0
Freddie Swain,SEA,0,0,0,0,0,0,0,0,,1,5,0,5,1,0,0,0,0,0,0
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,100,2,69,0,0
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,60,1,30,0,0
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,37,0,22,0,0
Gerald Everett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,1,11,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Carson Wentz,IND,25,38,251,2,0,3,28,24,102.0,4,23,0,8,0,0,0,0,0,1,1
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,17,56,0,12,7,6,60,0,15,0,0
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,9,34,0,8,8,6,48,0,19,0,0
Zach Pascal,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,43,2,16,0,0
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,14,0,0
Mike Strachan,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,16,0,0
Parris Campbell,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,24,0,24,0,0
Jack Doyle,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,9,0,0
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
