Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
CeeDee Lamb,DAL,7,7,126,0,5,76,10.9,50,7.1,10.9,1,7.0,0,0.0,0,118.7
Noah Brown,DAL,9,6,49,2,4,38,6.3,11,1.8,10.6,0,,2,22.2,1,80.3
Tony Pollard,DAL,5,4,31,0,2,6,1.5,25,6.3,5.2,1,4.0,0,0.0,0,92.5
Ezekiel Elliott,DAL,2,2,13,0,1,2,1.0,11,5.5,1.0,0,,0,0.0,0,93.7
Dalton Schultz,DAL,4,2,15,0,1,6,3.0,9,4.5,9.0,1,2.0,0,0.0,1,19.8
Michael Gallup,DAL,2,1,2,0,,2,2.0,0,0.0,4.0,0,,0,0.0,0,56.2
Peyton Hendershot,DAL,1,1,20,1,1,20,20.0,0,0.0,20.0,0,,0,0.0,0,158.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Evan Engram,JAX,10,8,62,0,1,16,2.0,46,5.8,4.6,1,8.0,1,10.0,0,92.5
Zay Jones,JAX,8,6,109,3,5,63,10.5,46,7.7,12.8,1,6.0,0,0.0,0,156.2
Christian Kirk,JAX,10,6,92,0,5,78,13.0,14,2.3,13.5,0,,1,10.0,1,50.8
Jamal Agnew,JAX,3,2,12,0,0,8,4.0,4,2.0,7.3,0,,0,0.0,0,74.3
Travis Etienne,JAX,3,2,24,0,1,-8,-4.0,32,16.0,0.7,0,,0,0.0,0,91.0
Marvin Jones,JAX,6,2,17,1,1,15,7.5,2,1.0,13.2,0,,1,16.7,0,81.9
Jamycal Hasty,JAX,1,1,2,0,0,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
