Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Andrew Van Ginkel,MIA,0,4,4,100.0%,41,10.3,10.3,0,109.4,-2.3,-9,50,5,1,0,0.0,1,4,0,0.0%
Jevon Holland,MIA,0,3,2,66.7%,31,15.5,10.3,1,140.3,21.7,30,1,1,0,0,0.0,0,8,0,0.0%
Jerome Baker,MIA,0,2,1,50.0%,2,2.0,1.0,0,56.2,7.0,-2,4,2,0,0,1.0,1,7,0,0.0%
Nik Needham,MIA,0,1,1,100.0%,7,7.0,7.0,0,95.8,7.0,7,0,0,0,1,0.0,1,2,0,0.0%
Elandon Roberts,MIA,0,2,1,50.0%,1,1.0,0.5,1,95.8,5.5,1,0,0,0,0,0.0,0,7,0,0.0%
Calvin Munson,MIA,0,1,1,100.0%,3,3.0,3.0,0,79.2,-5.0,-5,8,0,0,0,0.0,0,0,1,100.0%
Eric Rowe,MIA,0,2,1,50.0%,5,5.0,2.5,0,56.2,7.5,3,2,2,0,0,0.0,0,2,0,0.0%
Xavien Howard,MIA,0,2,1,50.0%,25,25.0,12.5,0,95.8,16.5,16,9,0,0,0,0.0,0,2,0,0.0%
Brandon Jones,MIA,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,4,0,0,0.0,0,5,0,0.0%
Jaelan Phillips,MIA,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
Raekwon Davis,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Adam Butler,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,8,2,20.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jackrabbit Jenkins,TEN,0,12,4,33.3%,22,5.5,1.8,0,42.4,11.8,9,13,0,0,0,0.0,0,4,0,0.0%
Amani Hooker,TEN,0,4,3,75.0%,61,20.3,15.3,0,116.7,13.3,48,13,0,0,0,0.0,0,6,1,14.3%
Zach Cunningham,TEN,0,4,3,75.0%,25,8.3,6.3,0,90.6,0.3,1,24,1,0,0,0.0,0,6,1,14.3%
Kristian Fulton,TEN,0,7,2,28.6%,34,17.0,4.9,0,47.3,13.9,32,2,0,0,0,0.0,0,3,0,0.0%
Buster Skrine,TEN,0,2,2,100.0%,21,10.5,10.5,0,110.4,8.5,17,4,0,0,0,0.0,0,1,0,0.0%
Dane Cruikshank,TEN,0,1,1,100.0%,14,14.0,14.0,0,118.7,11.0,11,3,0,0,0,0.0,0,4,0,0.0%
David Long,TEN,1,3,1,33.3%,6,6.0,2.0,0,2.8,4.7,-1,7,1,0,0,0.0,0,4,0,0.0%
Kevin Byard,TEN,0,2,1,50.0%,1,1.0,0.5,0,56.2,10.5,0,1,0,0,0,0.0,0,4,0,0.0%
Rashaan Evans,TEN,0,2,1,50.0%,21,21.0,10.5,0,87.5,12.5,13,8,1,0,0,0.0,0,1,1,50.0%
Harold Landry,TEN,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,1,0,1.0,2,3,0,0.0%
Kyle Peko,TEN,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%
Bud Dupree,TEN,0,0,0,,,,,,,,,,1,2,0,0.0,2,1,0,0.0%
Naquan Jones,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Denico Autry,TEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Elijah Molden,TEN,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,1,1,50.0%
