Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Boyd,CIN,6,5,96,1,3,54,10.8,42,8.4,10.7,0,,0,0.0,0,158.3
C.J. Uzomah,CIN,4,3,18,0,1,7,2.3,11,3.7,3.8,1,3.0,0,0.0,0,83.3
Tee Higgins,CIN,3,2,23,0,1,10,5.0,13,6.5,5.0,0,,0,0.0,0,89.6
Samaje Perine,CIN,2,2,13,0,0,-5,-2.5,18,9.0,-2.5,1,2.0,0,0.0,0,93.7
Ja'Marr Chase,CIN,4,1,3,0,,3,3.0,0,0.0,15.8,0,,0,0.0,0,39.6
Joe Mixon,CIN,1,1,2,0,0,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2
Drew Sample,CIN,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Noah Fant,DEN,6,5,57,0,2,11,2.2,46,9.2,2.7,1,5.0,0,0.0,0,106.2
Javonte Williams,DEN,4,4,9,0,0,0,0.0,9,2.3,0.0,0,,0,0.0,0,79.2
Albert Okwuegbunam,DEN,4,3,58,0,3,17,5.7,41,13.7,6.0,1,3.0,1,25.0,0,116.7
Tim Patrick,DEN,5,3,42,1,2,42,14.0,0,0.0,18.6,0,,0,0.0,0,126.7
Courtland Sutton,DEN,7,2,12,0,,10,5.0,2,1.0,17.1,0,,2,28.6,0,39.6
Melvin Gordon,DEN,1,1,8,0,1,3,3.0,5,5.0,3.0,0,,0,0.0,0,100.0
Kendall Hinton,DEN,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Jerry Jeudy,DEN,4,0,0,0,,0,,0,,17.5,0,,0,0.0,0,39.6
