Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandon Aiyuk,SFO,7,7,85,1,3,50,7.1,35,5.0,7.1,1,7.0,0,0.0,0,156.8
George Kittle,SFO,4,4,34,1,3,23,5.8,11,2.8,5.8,0,,0,0.0,0,141.7
Jauan Jennings,SFO,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Kyle Juszczyk,SFO,2,1,7,0,,4,4.0,3,3.0,5.0,0,,0,0.0,0,58.3
Deebo Samuel,SFO,2,1,15,0,1,9,9.0,6,6.0,15.0,0,,0,0.0,0,75.0
Trey Sermon,SFO,1,1,23,0,1,9,9.0,14,14.0,9.0,0,,0,0.0,0,118.7
Jeff Wilson,SFO,2,1,8,0,0,8,8.0,0,0.0,5.0,0,,0,0.0,0,60.4
Trent Williams,SFO,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Laviska Shenault Jr.,JAX,5,5,50,0,2,5,1.0,45,9.0,1.0,0,,0,0.0,0,108.3
Marvin Jones,JAX,6,4,52,0,2,36,9.0,16,4.0,11.8,0,,0,0.0,0,93.7
Jamal Agnew,JAX,3,3,18,0,2,10,3.3,8,2.7,3.3,0,,0,0.0,0,91.7
James Robinson,JAX,3,2,9,0,0,-3,-1.5,12,6.0,0.7,0,,0,0.0,0,70.1
Tavon Austin,JAX,2,1,18,0,1,10,10.0,8,8.0,11.0,0,,1,50.0,0,81.2
Laquon Treadwell,JAX,3,1,11,0,1,8,8.0,3,3.0,12.0,0,,1,33.3,0,45.1
John Brown,JAX,1,0,0,0,,0,,0,,32.0,0,,0,0.0,0,39.6
Carlos Hyde,JAX,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
