Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Khalil Herbert,CHI,5,5,33,0,2,-10,-2.0,43,8.6,-2.0,0,,0,0.0,0,94.2
Cole Kmet,CHI,6,5,43,0,2,21,4.2,22,4.4,4.8,0,,1,16.7,0,96.5
Jesse James,CHI,3,3,20,0,1,10,3.3,10,3.3,3.3,0,,0,0.0,0,94.4
Marquise Goodwin,CHI,4,2,16,0,1,1,0.5,15,7.5,5.0,0,,1,25.0,0,60.4
Allen Robinson,CHI,4,2,16,0,2,8,4.0,8,4.0,17.5,0,,0,0.0,2,20.8
Darnell Mooney,CHI,5,2,39,0,2,36,18.0,3,1.5,11.8,0,,2,40.0,1,28.3
Damiere Byrd,CHI,1,1,10,0,1,2,2.0,8,8.0,2.0,0,,0,0.0,0,108.3
Damien Williams,CHI,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
Ryan Nall,CHI,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Jesper Horsted,CHI,1,0,0,0,,0,,0,,10.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chris Godwin,TAM,11,8,111,1,6,56,7.0,55,6.9,10.4,0,,0,0.0,0,135.0
Mike Evans,TAM,10,6,76,3,5,69,11.5,7,1.2,9.9,0,,0,0.0,0,123.3
Giovani Bernard,TAM,3,2,5,0,,2,1.0,3,1.5,2.3,0,,0,0.0,0,70.1
Leonard Fournette,TAM,4,2,9,0,0,2,1.0,7,3.5,2.0,0,,0,0.0,0,56.2
Tyler Johnson,TAM,2,2,16,0,2,-3,-1.5,19,9.5,-1.5,0,,0,0.0,0,100.0
Deon Yelder,TAM,1,1,0,0,,-2,-2.0,2,2.0,-2.0,0,,0,0.0,0,79.2
O.J. Howard,TAM,3,1,9,0,,6,6.0,3,3.0,7.7,0,,0,0.0,0,42.4
Jaelon Darden,TAM,1,0,0,0,0,0,,0,,13.0,0,,0,0.0,0,39.6
Cameron Brate,TAM,4,0,0,0,,0,,0,,7.3,0,,0,0.0,0,39.6
