Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Damien Lewis,G,55,100%,0,0%,3,12%
Charles Cross,T,55,100%,0,0%,3,12%
Stone Forsythe,T,55,100%,0,0%,3,12%
Geno Smith,QB,55,100%,0,0%,0,0%
Evan Brown,C,55,100%,0,0%,0,0%
Anthony Bradford,G,50,91%,0,0%,3,12%
D.K. Metcalf,WR,46,84%,0,0%,0,0%
Colby Parkinson,TE,43,78%,0,0%,5,19%
Tyler Lockett,WR,43,78%,0,0%,0,0%
Jaxon Smith-Njigba,WR,36,65%,0,0%,0,0%
Zach Charbonnet,RB,29,53%,0,0%,5,19%
Kenneth Walker III,RB,27,49%,0,0%,0,0%
Will Dissly,TE,20,36%,0,0%,9,35%
Jake Bobo,WR,14,25%,0,0%,5,19%
Noah Fant,TE,8,15%,0,0%,0,0%
Brady Russell,TE,5,9%,0,0%,20,77%
Jake Curhan,T,5,9%,0,0%,3,12%
Dareke Young,WR,4,7%,0,0%,17,65%
Bobby Wagner,LB,0,0%,70,100%,6,23%
Quandre Diggs,FS,0,0%,69,99%,0,0%
Devon Witherspoon,CB,0,0%,69,99%,0,0%
Julian Love,SS,0,0%,67,96%,5,19%
Riq Woolen,CB,0,0%,62,89%,6,23%
Boye Mafe,LB,0,0%,61,87%,6,23%
Dre'Mont Jones,DE,0,0%,59,84%,6,23%
Leonard Williams,DT,0,0%,58,83%,6,23%
Michael Jackson,CB,0,0%,46,66%,7,27%
Darrell Taylor,LB,0,0%,41,59%,5,19%
Cameron Young,NT,0,0%,37,53%,9,35%
Jordyn Brooks,LB,0,0%,36,51%,0,0%
Devin Bush Jr.,LB,0,0%,29,41%,11,42%
Derick Hall,LB,0,0%,19,27%,14,54%
Tre Brown,CB,0,0%,17,24%,6,23%
Austin Faoliu,DT,0,0%,15,21%,6,23%
Myles Adams,DE,0,0%,12,17%,3,12%
Coby Bryant,CB,0,0%,2,3%,4,15%
Nick Bellore,LB,0,0%,1,1%,23,88%
Jon Rhattigan,LB,0,0%,0,0%,17,65%
DeeJay Dallas,RB,0,0%,0,0%,17,65%
Artie Burns,CB,0,0%,0,0%,17,65%
Ty Okada,SS,0,0%,0,0%,10,38%
Michael Dickson,P,0,0%,0,0%,8,31%
Chris Stoll,LS,0,0%,0,0%,8,31%
Jason Myers,K,0,0%,0,0%,7,27%
Olusegun Oluwatimi,C,0,0%,0,0%,3,12%
