Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,8,6,63,1,5,39,6.5,24,4.0,7.5,0,,0,0.0,0,137.0
Rashod Bateman,BAL,8,6,80,0,4,49,8.2,31,5.2,7.4,0,,0,0.0,1,66.7
Marquise Brown,BAL,13,6,37,0,1,11,1.8,26,4.3,7.8,0,,2,15.4,0,53.0
Devin Duvernay,BAL,4,4,28,0,2,7,1.8,21,5.3,1.8,0,,0,0.0,0,95.8
Devonta Freeman,BAL,4,3,23,0,0,16,5.3,7,2.3,4.3,0,,0,0.0,0,88.5
Sammy Watkins,BAL,3,1,7,0,,7,7.0,0,0.0,21.3,0,,0,0.0,0,42.4
Josh Oliver,BAL,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Albert Wilson,MIA,5,4,87,0,2,25,6.3,62,15.5,8.0,0,,0,0.0,0,118.7
Jaylen Waddle,MIA,6,4,61,0,4,55,13.8,6,1.5,14.2,0,,0,0.0,0,100.0
Isaiah Ford,MIA,4,4,84,0,2,49,12.3,35,8.8,12.3,1,4.0,0,0.0,0,118.7
Adam Shaheen,MIA,4,3,34,0,2,27,9.0,7,2.3,7.8,0,,0,0.0,0,100.0
Patrick Laird,MIA,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
Durham Smythe,MIA,1,1,23,0,1,2,2.0,21,21.0,2.0,0,,0,0.0,0,118.7
Myles Gaskin,MIA,2,1,14,0,1,-11,-11.0,25,25.0,-2.0,0,,1,50.0,0,72.9
Salvon Ahmed,MIA,1,1,9,0,0,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Mack Hollins,MIA,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6
Mike Gesicki,MIA,7,0,0,0,,0,,0,,10.9,0,,0,0.0,0,39.6
Preston Williams,MIA,2,0,0,0,,0,,0,,8.5,0,,0,0.0,0,39.6
