Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Robinson,JAX,17,100,1,4,87,5.1,13,0.8,1,17.0
Travis Etienne,JAX,13,45,0,3,16,1.2,29,2.2,1,13.0
Trevor Lawrence,JAX,3,7,0,1,6,2.0,1,0.3,0,
C.J. Beathard,JAX,1,-1,0,,-1,-1.0,0,0.0,0,
Evan Engram,JAX,1,0,0,0,0,0.0,0,0.0,0,
Zay Jones,JAX,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Sony Michel,LAC,5,22,0,1,12,2.4,10,2.0,0,
Austin Ekeler,LAC,4,5,0,0,2,0.5,3,0.8,0,
DeAndre Carter,LAC,1,-5,0,0,-5,-5.0,0,0.0,0,
Justin Herbert,LAC,1,7,0,1,7,7.0,0,0.0,0,
Joshua Kelley,LAC,1,-3,0,,-3,-3.0,0,0.0,0,
