Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Gardner Minshew II,JAX,22,29,226,2,0,5,21,28,120.8,2,9,0,10,0,0,0,0,0,1,1
James Robinson,JAX,0,0,0,0,0,0,0,0,,16,35,0,11,3,3,18,1,17,0,0
Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,2,17,0,17,1,1,8,0,8,0,0
Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,2,1,0,1,6,5,43,0,21,0,0
DJ Chark,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,53,0,22,0,0
Tyler Eifert,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,51,0,28,0,0
Keelan Cole,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,22,0,14,0,0
Chris Conley,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,13,1,13,0,0
Collin Johnson,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
Devine Ozigbo,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Lamar Jackson,BAL,17,22,243,3,1,1,0,44,133.1,10,35,1,18,0,0,0,0,0,2,0
Tyler Huntley,BAL,2,4,7,0,0,0,0,8,56.2,4,18,0,19,0,0,0,0,0,0,0
J.K. Dobbins,BAL,0,0,0,0,0,0,0,0,,14,64,1,11,1,1,17,0,17,1,0
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,9,42,0,7,2,2,36,0,34,0,0
Marquise Brown,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,98,0,44,0,0
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,66,1,27,0,0
Dez Bryant,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,11,1,11,0,0
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,11,0,0
Justice Hill,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
Miles Boykin,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,1,4,0,0
Willie Snead,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Eric Tomlinson,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
