Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,12,7,65,0,5,30,4.3,35,5.0,9.2,0,,0,0.0,0,73.3
Tyreek Hill,KAN,9,6,49,0,3,45,7.5,4,0.7,7.1,0,,2,22.2,0,80.3
Byron Pringle,KAN,6,5,73,0,4,65,13.0,8,1.6,20.2,0,,0,0.0,0,117.4
Mecole Hardman,KAN,5,4,28,0,,11,2.8,17,4.3,2.2,0,,0,0.0,0,90.0
Darrel Williams,KAN,4,3,30,0,1,-4,-1.3,34,11.3,-0.5,0,,0,0.0,0,95.8
Jerick McKinnon,KAN,4,2,17,0,1,6,3.0,11,5.5,-0.8,0,,0,0.0,0,61.5
Demarcus Robinson,KAN,4,1,7,0,1,7,7.0,0,0.0,5.5,0,,1,25.0,0,39.6
Derrick Gore,KAN,1,1,7,0,1,-1,-1.0,8,8.0,-1.0,0,,0,0.0,0,95.8
Noah Gray,KAN,1,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,83.3
Marcus Kemp,KAN,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0
Josh Gordon,KAN,1,0,0,0,,0,,0,,21.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
A.J. Brown,TEN,9,8,133,1,5,99,12.4,34,4.3,13.4,0,,0,0.0,0,155.8
Josh Reynolds,TEN,3,3,23,0,1,5,1.7,18,6.0,1.7,0,,0,0.0,0,98.6
Julio Jones,TEN,4,2,38,0,2,18,9.0,20,10.0,10.3,1,2.0,0,0.0,0,83.3
MyCole Pruitt,TEN,3,2,27,1,2,25,12.5,2,1.0,8.3,0,,0,0.0,1,95.1
Derrick Henry,TEN,2,2,16,0,1,-9,-4.5,25,12.5,-4.5,0,,0,0.0,0,100.0
Darrynton Evans,TEN,2,2,11,0,1,-4,-2.0,15,7.5,-2.0,0,,0,0.0,0,89.6
Jeremy McNichols,TEN,1,1,10,0,1,-3,-3.0,13,13.0,-3.0,0,,0,0.0,0,108.3
Anthony Firkser,TEN,1,1,9,0,,8,8.0,1,1.0,8.0,0,,0,0.0,0,104.2
Geoff Swaim,TEN,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0
Marcus Johnson,TEN,1,0,0,0,0,0,,0,,17.0,0,,0,0.0,0,39.6
