Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Will Harris,DET,0,5,4,80.0%,91,22.8,18.2,1,158.3,10.0,47,44,0,0,0,0.0,0,7,1,12.5%
AJ Parker,DET,0,4,3,75.0%,47,15.7,11.8,0,113.5,6.0,27,20,5,1,0,0.0,1,4,1,20.0%
Ifeatu Melifonwu,DET,0,6,3,50.0%,31,10.3,5.2,2,104.9,15.0,23,8,0,0,0,0.0,0,1,0,0.0%
Dean Marlowe,DET,0,2,2,100.0%,18,9.0,9.0,0,104.2,5.0,10,8,3,0,1,0.0,1,8,0,0.0%
Tracy Walker,DET,0,3,2,66.7%,27,13.5,9.0,0,95.1,15.7,25,2,2,0,0,0.0,0,12,1,7.7%
Jalen Reeves-Maybin,DET,0,3,2,66.7%,4,2.0,1.3,0,70.1,3.7,-11,15,7,0,0,0.0,0,8,1,11.1%
Austin Bryant,DET,0,1,1,100.0%,1,1.0,1.0,1,118.7,-3.0,-3,4,4,1,0,1.0,2,4,1,20.0%
Jessie Lemonier,DET,0,1,1,100.0%,4,4.0,4.0,0,83.3,-2.0,-2,6,1,1,0,0.0,1,3,0,0.0%
Derrick Barnes,DET,0,2,1,50.0%,11,11.0,5.5,0,66.7,1.5,5,6,2,0,0,0.0,0,5,0,0.0%
Anthony Pittman,DET,0,1,1,100.0%,6,6.0,6.0,0,91.7,3.0,3,3,3,0,0,0.0,0,0,2,100.0%
C.J. Moore,DET,0,1,1,100.0%,12,12.0,12.0,0,116.7,10.0,10,2,3,0,0,0.0,0,2,0,0.0%
Alim McNeill,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
Julian Okwara,DET,0,2,0,0.0%,,,0.0,,39.6,17.0,,,2,0,1,0.0,1,3,0,0.0%
Charles Harris,DET,0,0,0,,,,,,,,,,4,0,0,0.0,0,2,1,33.3%
John Penisini,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
D.J. Reed,SEA,2,12,5,41.7%,47,9.4,3.9,0,13.5,8.6,35,12,0,0,0,0.0,0,8,0,0.0%
Jordyn Brooks,SEA,0,7,5,71.4%,35,7.0,5.0,1,122.0,5.0,12,23,2,0,0,0.0,0,9,1,10.0%
Cody Barton,SEA,0,6,3,50.0%,36,12.0,6.0,0,68.7,6.7,19,17,5,0,1,0.0,1,7,0,0.0%
Ugo Amadi,SEA,1,4,3,75.0%,58,19.3,14.5,0,77.1,6.5,21,37,1,0,0,0.0,0,2,1,33.3%
John Reid,SEA,0,4,3,75.0%,60,20.0,15.0,0,116.7,12.0,48,12,0,0,0,0.0,0,3,0,0.0%
Ryan Neal,SEA,0,2,2,100.0%,29,14.5,14.5,1,158.3,10.5,21,8,2,0,1,0.0,1,6,0,0.0%
Kerry Hyder,SEA,0,1,1,100.0%,11,11.0,11.0,0,112.5,4.0,4,7,0,0,1,0.0,1,2,0,0.0%
Quandre Diggs,SEA,0,1,1,100.0%,42,42.0,42.0,0,118.7,42.0,42,0,0,0,0,0.0,0,4,1,20.0%
Carlos Dunlap,SEA,0,1,1,100.0%,12,12.0,12.0,0,116.7,6.0,6,6,0,0,0,0.0,0,1,0,0.0%
Bobby Wagner,SEA,0,1,1,100.0%,6,6.0,6.0,0,91.7,-3.0,-3,9,1,0,0,0.0,0,0,0,
Bryan Mone,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Poona Ford,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Rasheem Green,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Darrell Taylor,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,2,40.0%
Michael Jackson,SEA,0,2,0,0.0%,,,0.0,,39.6,2.5,,,0,0,0,0.0,0,1,0,0.0%
