Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
CeeDee Lamb,DAL,13,7,89,0,4,46,6.6,43,6.1,9.9,2,3.5,0,0.0,1,43.4
Michael Gallup,DAL,9,5,36,1,2,30,6.0,6,1.2,13.2,0,,0,0.0,0,102.1
Dalton Schultz,DAL,5,5,43,0,2,31,6.2,12,2.4,6.2,0,,0,0.0,0,102.5
Amari Cooper,DAL,2,2,41,0,1,20,10.0,21,10.5,10.0,0,,0,0.0,0,118.7
Ezekiel Elliott,DAL,3,2,2,0,0,-1,-0.5,3,1.5,3.0,0,,0,0.0,0,70.1
Noah Brown,DAL,3,2,14,0,,10,5.0,4,2.0,7.3,0,,0,0.0,0,77.1
Tony Pollard,DAL,4,2,3,0,0,0,0.0,3,1.5,-0.5,0,,0,0.0,0,56.2
Malik Turner,DAL,1,1,10,0,1,9,9.0,1,1.0,9.0,0,,0,0.0,0,108.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Deonte Harty,NOR,8,4,96,1,2,23,5.8,73,18.3,6.1,1,4.0,2,25.0,2,93.7
Ty Montgomery,NOR,7,4,9,0,1,-5,-1.3,14,3.5,-1.6,0,,1,14.3,0,62.2
Nick Vannett,NOR,4,3,48,0,2,0,0.0,48,16.0,3.8,0,,0,0.0,0,114.6
Lil'Jordan Humphrey,NOR,2,2,49,1,2,31,15.5,18,9.0,15.5,0,,0,0.0,0,158.3
Tre'Quan Smith,NOR,7,2,15,0,1,14,7.0,1,0.5,12.0,0,,0,0.0,1,0.0
Juwan Johnson,NOR,1,1,27,0,1,25,25.0,2,2.0,25.0,0,,0,0.0,0,118.7
Mark Ingram,NOR,2,1,-2,0,,-6,-6.0,4,4.0,-4.0,0,,0,0.0,0,56.2
Garrett Griffin,NOR,1,1,9,0,,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Marquez Callaway,NOR,4,1,13,0,1,6,6.0,7,7.0,13.8,0,,0,0.0,0,40.6
Kenny Stills,NOR,5,0,0,0,,0,,0,,8.0,0,,0,0.0,1,0.0
