Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,6,15,0,,9,1.5,6,1.0,0,
Kenneth Walker III,SEA,4,10,0,1,4,1.0,6,1.5,1,4.0
Travis Homer,SEA,2,9,0,2,6,3.0,3,1.5,0,
Geno Smith,SEA,2,2,0,0,1,0.5,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jeff Wilson,SFO,18,84,0,4,68,3.8,16,0.9,1,18.0
Tyrion Davis-Price,SFO,14,33,0,2,9,0.6,24,1.7,1,14.0
Jimmy Garoppolo,SFO,4,5,1,2,1,0.3,4,1.0,0,
Deebo Samuel,SFO,4,53,0,1,0,0.0,53,13.3,1,4.0
Trey Lance,SFO,3,13,0,1,12,4.0,1,0.3,0,
Kyle Juszczyk,SFO,2,1,1,1,0,0.0,1,0.5,0,
