Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Deion Jones,ATL,0,7,5,71.4%,49,9.8,7.0,0,90.8,3.1,5,44,0,0,0,0.0,0,7,1,12.5%
Jaylinn Hawkins,ATL,0,3,3,100.0%,61,20.3,20.3,0,118.7,15.0,45,16,0,0,0,0.0,0,4,2,33.3%
Shawn Williams,ATL,0,2,2,100.0%,9,4.5,4.5,0,85.4,-4.5,-9,18,0,0,0,0.0,0,2,0,0.0%
Fabian Moreau,ATL,0,2,2,100.0%,36,18.0,18.0,0,118.7,6.5,13,23,0,0,0,0.0,0,3,1,25.0%
Duron Harmon,ATL,0,2,2,100.0%,24,12.0,12.0,0,116.7,3.5,7,17,0,0,0,0.0,0,6,0,0.0%
Grady Jarrett,ATL,0,1,1,100.0%,3,3.0,3.0,0,79.2,-1.0,-1,4,0,0,1,0.0,1,6,0,0.0%
AJ Terrell,ATL,0,4,1,25.0%,36,36.0,9.0,0,64.6,10.5,10,26,0,0,0,0.0,0,4,0,0.0%
Darren Hall,ATL,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,0,0,0,0.0,0,1,0,0.0%
Richie Grant,ATL,0,1,1,100.0%,13,13.0,13.0,0,118.7,13.0,13,0,0,0,0,0.0,0,2,2,50.0%
Dante Fowler,ATL,0,0,0,,,,,,,,,,3,0,1,0.0,1,1,0,0.0%
Anthony Rush,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Mykal Walker,ATL,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,1,100.0%
Foyesade Oluokun,ATL,0,1,0,0.0%,,,0.0,,39.6,11.0,,,1,0,0,0.0,0,10,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Josh Norman,SFO,0,4,4,100.0%,60,15.0,15.0,0,118.7,13.5,54,6,1,0,0,0.0,0,4,1,20.0%
Ambry Thomas,SFO,0,7,4,57.1%,95,23.8,13.6,1,141.4,18.0,74,21,0,0,0,0.0,0,2,1,33.3%
Fred Warner,SFO,0,5,3,60.0%,24,8.0,4.8,0,72.1,3.0,11,13,1,0,1,0.0,1,9,1,10.0%
Jaquiski Tartt,SFO,0,6,3,50.0%,29,9.7,4.8,0,63.9,6.0,21,8,0,0,0,0.0,0,4,1,20.0%
Marcell Harris,SFO,0,3,2,66.7%,10,5.0,3.3,0,71.5,4.0,8,2,0,0,0,0.0,0,3,1,25.0%
K'Waun Williams,SFO,0,2,1,50.0%,4,4.0,2.0,0,56.2,4.5,4,0,0,0,0,0.0,0,3,0,0.0%
Talanoa Hufanga,SFO,0,1,1,100.0%,14,14.0,14.0,0,118.7,10.0,10,4,1,0,0,0.0,0,0,1,100.0%
Demetrius Flannigan-Fowles,SFO,0,1,1,100.0%,0,0.0,0.0,0,79.2,-3.0,-3,3,0,0,0,0.0,0,2,0,0.0%
Samson Ebukam,SFO,0,1,0,0.0%,,,0.0,,39.6,0.0,,,1,1,1,1.0,3,3,0,0.0%
Arden Key,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,0,1.0,2,1,0,0.0%
Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,0,0.0%
D.J. Jones,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Jordan Willis,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Jimmie Ward,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
