Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Laquon Treadwell,JAX,5,4,62,0,2,22,5.5,40,10.0,5.0,0,,0,0.0,0,118.3
Laviska Shenault Jr.,JAX,5,3,30,0,1,5,1.7,25,8.3,2.4,0,,0,0.0,0,77.1
Marvin Jones,JAX,3,2,11,0,1,10,5.0,1,0.5,8.3,0,,0,0.0,0,72.9
Jaydon Mickens,JAX,2,2,10,0,1,7,3.5,3,1.5,3.5,0,,0,0.0,0,87.5
James O'Shaughnessy,JAX,6,2,13,0,,9,4.5,4,2.0,6.0,0,,2,33.3,0,42.4
Tavon Austin,JAX,2,1,9,0,1,-3,-3.0,12,12.0,1.5,0,,0,0.0,0,62.5
Carlos Hyde,JAX,1,1,-1,0,0,-5,-5.0,4,4.0,-5.0,0,,0,0.0,0,79.2
James Robinson,JAX,4,1,11,0,1,-2,-2.0,13,13.0,3.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,10,8,129,1,6,71,8.9,58,7.3,9.9,0,,0,0.0,0,152.1
Van Jefferson,LAR,8,6,41,1,2,33,5.5,8,1.3,7.1,0,,1,12.5,0,125.5
Tyler Higbee,LAR,6,5,48,0,3,41,8.2,7,1.4,6.8,0,,0,0.0,0,100.0
Sony Michel,LAR,4,3,8,0,0,-6,-2.0,14,4.7,-2.8,1,3.0,0,0.0,0,77.1
Odell Beckham Jr.,LAR,5,2,28,1,2,13,6.5,15,7.5,22.8,0,,0,0.0,0,98.3
Kendall Blanton,LAR,2,1,6,0,1,1,1.0,5,5.0,7.0,0,,1,50.0,0,56.2
Ben Skowronek,LAR,2,1,35,0,1,26,26.0,9,9.0,19.5,0,,1,50.0,0,95.8
