Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Devin Lloyd,JAX,0,7,6,85.7%,70,11.7,10.0,0,108.3,3.1,22,48,0,0,0,0.0,0,14,1,6.7%
Tyson Campbell,JAX,0,5,3,60.0%,29,9.7,5.8,0,76.2,10.2,22,7,0,0,0,0.0,0,5,0,0.0%
Darious Williams,JAX,0,3,2,66.7%,34,17.0,11.3,0,104.9,5.3,-7,41,1,1,0,0.0,1,1,0,0.0%
Foyesade Oluokun,JAX,0,2,2,100.0%,7,3.5,3.5,0,81.2,-4.0,-8,15,2,0,0,0.0,0,16,0,0.0%
Shaquill Griffin,JAX,0,2,2,100.0%,29,14.5,14.5,0,118.7,11.0,22,7,0,0,0,0.0,0,6,0,0.0%
Andre Cisco,JAX,1,1,1,100.0%,18,18.0,18.0,0,79.2,14.0,14,4,0,0,0,0.0,0,4,0,0.0%
Rayshawn Jenkins,JAX,0,4,1,25.0%,22,22.0,5.5,0,50.0,15.8,15,7,0,0,0,0.0,0,6,0,0.0%
Josh Allen,JAX,0,3,0,0.0%,,,0.0,,39.6,1.3,,,2,2,1,1.0,4,7,0,0.0%
Adam Gotsis,JAX,0,0,0,,,,,,,,,,1,1,1,0.5,3,4,0,0.0%
Dawuane Smoot,JAX,0,0,0,,,,,,,,,,1,1,0,0.5,2,1,0,0.0%
Travon Walker,JAX,0,0,0,,,,,,,,,,1,1,1,0.0,2,5,0,0.0%
Arden Key,JAX,0,0,0,,,,,,,,,,1,1,0,0.0,1,1,0,0.0%
Roy Robertson-Harris,JAX,0,0,0,,,,,,,,,,1,1,0,0.0,1,9,1,10.0%
DaVon Hamilton,JAX,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,1,16.7%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
C.J. Gardner-Johnson,PHI,0,6,3,50.0%,35,11.7,5.8,1,107.6,9.5,26,9,2,1,0,0.0,1,2,3,60.0%
Josiah Scott,PHI,0,5,2,40.0%,79,39.5,15.8,1,127.1,9.0,39,40,1,1,0,0.0,1,4,0,0.0%
James Bradberry,PHI,1,3,2,66.7%,29,14.5,9.7,0,58.3,7.7,14,15,0,0,0,0.0,0,2,0,0.0%
Brandon Graham,PHI,0,1,1,100.0%,0,0.0,0.0,0,79.2,-3.0,-3,3,1,1,0,0.0,1,3,0,0.0%
Kyzir White,PHI,0,3,1,33.3%,15,15.0,5.0,0,50.7,0.7,-5,20,1,0,0,0.0,0,4,0,0.0%
Josh Sweat,PHI,0,1,1,100.0%,16,16.0,16.0,0,118.7,14.0,14,2,1,0,0,0.0,0,5,0,0.0%
Haason Reddick,PHI,0,0,0,,,,,,,,,,2,2,0,2.0,4,4,0,0.0%
Fletcher Cox,PHI,0,0,0,,,,,,,,,,1,3,1,0.0,4,1,0,0.0%
Marlon Tuipulotu,PHI,0,0,0,,,,,,,,,,1,1,0,0.0,1,1,0,0.0%
T.J. Edwards,PHI,0,0,0,,,,,,,,,,1,0,0,1.0,1,6,0,0.0%
Milton Williams,PHI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Zech McPhearson,PHI,0,2,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,0,0,
Patrick Johnson,PHI,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,1,0,0,0.0,0,1,0,0.0%
Javon Hargrave,PHI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Marcus Epps,PHI,0,3,0,0.0%,,,0.0,,39.6,15.7,,,0,0,0,0.0,0,1,0,0.0%
Jordan Davis,PHI,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
