Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Pittman Jr.,IND,7,6,89,1,4,40,6.7,49,8.2,6.3,0,,0,0.0,0,158.3
Parris Campbell,IND,6,4,56,0,4,51,12.8,5,1.3,10.3,0,,0,0.0,0,96.5
Mo Alie-Cox,IND,4,3,50,0,2,38,12.7,12,4.0,11.0,0,,0,0.0,0,116.7
Jonathan Taylor,IND,4,3,116,1,3,1,0.3,115,38.3,0.0,1,3.0,1,25.0,0,156.2
Zach Pascal,IND,5,3,48,0,2,20,6.7,28,9.3,5.4,0,,0,0.0,0,92.1
Ashton Dulin,IND,2,2,13,0,1,10,5.0,3,1.5,5.0,0,,0,0.0,0,93.7
Kylen Granson,IND,2,2,19,0,,9,4.5,10,5.0,4.5,0,,0,0.0,0,106.2
Jack Doyle,IND,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Marlon Mack,IND,2,1,7,0,0,4,4.0,3,3.0,0.5,0,,0,0.0,0,58.3
Nyheim Hines,IND,1,0,0,0,0,0,,0,,-1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,13,11,147,2,8,98,8.9,49,4.5,8.3,1,11.0,1,7.7,0,153.4
Marquise Brown,BAL,10,9,125,2,5,95,10.6,30,3.3,10.0,1,9.0,0,0.0,0,158.3
Devin Duvernay,BAL,4,4,45,0,3,26,6.5,19,4.8,6.5,0,,0,0.0,0,113.5
Devonta Freeman,BAL,4,3,34,0,2,2,0.7,32,10.7,5.5,1,3.0,0,0.0,0,100.0
Latavius Murray,BAL,3,2,13,0,0,1,0.5,12,6.0,0.7,0,,1,33.3,0,75.7
Josh Oliver,BAL,2,2,13,0,1,4,2.0,9,4.5,2.0,0,,0,0.0,0,93.7
James Proche,BAL,2,2,15,0,1,12,6.0,3,1.5,6.0,0,,0,0.0,0,97.9
Sammy Watkins,BAL,3,2,35,0,1,24,12.0,11,5.5,9.7,0,,0,0.0,0,106.2
Ty'Son Williams,BAL,2,2,15,0,1,5,2.5,10,5.0,2.5,0,,0,0.0,0,97.9
