Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,16,90,0,4,55,3.4,35,2.2,0,
Tommy DeVito,NYG,4,17,0,0,15,3.8,2,0.5,0,
Matt Breida,NYG,2,5,0,1,2,1.0,3,1.5,0,
Daniel Jones,NYG,2,9,0,0,6,3.0,3,1.5,0,
Deon Jackson,NYG,1,2,0,,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,26,98,2,5,54,2.1,44,1.7,1,26.0
Zamir White,LVR,4,-2,0,,-6,-1.5,4,1.0,0,
Ameer Abdullah,LVR,2,8,0,0,5,2.5,3,1.5,0,
Jakobi Meyers,LVR,1,17,1,1,17,17.0,0,0.0,0,
Tre Tucker,LVR,1,4,0,0,4,4.0,0,0.0,0,
