Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kendall Fuller,WAS,0,9,5,55.6%,62,12.4,6.9,1,114.1,15.0,56,6,0,0,0,0.0,0,3,1,25.0%
Cole Holcomb,WAS,0,6,5,83.3%,27,5.4,4.5,0,85.4,3.8,16,11,7,0,0,0.0,0,9,3,25.0%
Landon Collins,WAS,0,5,4,80.0%,44,11.0,8.8,1,142.9,4.2,17,27,2,0,0,0.0,0,8,3,27.3%
William Jackson III,WAS,0,9,4,44.4%,89,22.3,9.9,1,117.4,16.6,74,15,0,0,0,0.0,0,3,0,0.0%
Kamren Curl,WAS,0,5,3,60.0%,25,8.3,5.0,0,72.9,4.8,12,13,2,0,0,0.0,0,5,0,0.0%
Montez Sweat,WAS,0,1,1,100.0%,14,14.0,14.0,0,118.7,10.0,10,4,0,0,1,1.0,2,2,0,0.0%
Jonathan Bostic,WAS,0,1,1,100.0%,7,7.0,7.0,1,135.4,-5.0,-5,12,4,0,0,0.0,0,6,2,25.0%
Jamin Davis,WAS,0,1,1,100.0%,,,0.0,,79.2,,,,0,0,0,0.0,0,2,0,0.0%
Bobby McCain,WAS,0,2,1,50.0%,15,15.0,7.5,0,75.0,25.5,14,1,0,0,0,0.0,0,5,2,28.6%
Chase Young,WAS,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,8,0,0.0%
Casey Toohill,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,1,16.7%
Torry McTyer,WAS,0,3,0,0.0%,,,0.0,,39.6,11.0,,,0,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Fabian Moreau,ATL,0,8,6,75.0%,91,15.2,11.4,1,151.6,11.0,67,24,0,0,0,0.0,0,4,1,20.0%
Erik Harris,ATL,0,5,3,60.0%,30,10.0,6.0,0,77.1,13.4,17,13,1,0,1,0.0,1,6,0,0.0%
Duron Harmon,ATL,0,4,3,75.0%,38,12.7,9.5,0,104.2,6.3,23,15,0,0,0,0.0,0,4,0,0.0%
Foyesade Oluokun,ATL,0,2,2,100.0%,20,10.0,10.0,0,108.3,2.5,5,15,6,0,1,1.0,2,12,1,7.7%
Avery Williams,ATL,0,4,2,50.0%,22,11.0,5.5,0,66.7,6.8,8,14,3,0,1,0.0,1,7,1,12.5%
Deion Jones,ATL,0,2,2,100.0%,29,14.5,14.5,1,158.3,-4.0,-8,37,2,0,0,0.0,0,11,1,8.3%
AJ Terrell,ATL,0,3,2,66.7%,13,6.5,4.3,0,75.7,4.3,-8,21,0,0,0,0.0,0,2,1,33.3%
T.J. Green,ATL,0,2,1,50.0%,17,17.0,8.5,1,118.7,20.0,17,0,0,0,0,0.0,0,0,0,
Isaiah Oliver,ATL,0,1,1,100.0%,9,9.0,9.0,0,104.2,4.0,4,5,2,0,0,0.0,0,2,0,0.0%
Jaylinn Hawkins,ATL,0,2,1,50.0%,21,21.0,10.5,0,87.5,17.0,21,0,1,0,0,0.0,0,1,1,50.0%
Adetokunbo Ogundeji,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Steven Means,ATL,0,0,0,,,,,,,,,,5,0,0,0.0,0,3,0,0.0%
Dante Fowler,ATL,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,1,25.0%
