Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
David Njoku,CLE,7,5,73,0,3,44,8.8,29,5.8,6.6,0,,0,0.0,0,105.1
Donovan Peoples-Jones,CLE,9,5,71,0,2,59,11.8,12,2.4,12.3,0,,0,0.0,0,81.2
Harrison Bryant,CLE,6,4,18,0,,14,3.5,4,1.0,4.5,0,,0,0.0,0,70.1
David Bell,CLE,3,2,35,0,1,35,17.5,0,0.0,21.0,0,,0,0.0,1,66.7
Nick Chubb,CLE,3,2,9,0,1,-2,-1.0,11,5.5,-3.3,0,,0,0.0,0,70.1
Kareem Hunt,CLE,3,2,19,0,1,6,3.0,13,6.5,1.0,0,,1,33.3,0,84.0
Amari Cooper,CLE,4,1,9,0,1,4,4.0,5,5.0,10.3,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Drake London,ATL,7,2,17,0,1,12,6.0,5,2.5,8.9,0,,1,14.3,1,0.0
Olamide Zaccheaus,ATL,2,2,55,0,2,35,17.5,20,10.0,17.5,0,,0,0.0,0,118.7
Tyler Allgeier,ATL,1,1,20,0,1,-1,-1.0,21,21.0,-1.0,0,,0,0.0,0,118.7
Parker Hesse,ATL,1,1,22,0,1,17,17.0,5,5.0,17.0,0,,0,0.0,0,118.7
Kyle Pitts,ATL,4,1,25,0,1,20,20.0,5,5.0,15.8,0,,0,0.0,0,53.1
Damiere Byrd,ATL,1,0,0,0,,0,,0,,40.0,0,,0,0.0,0,39.6
KhaDarel Hodge,ATL,1,0,0,0,,0,,0,,22.0,0,,0,0.0,0,39.6
Keith Smith,ATL,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
