Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darnell Savage Jr.,GNB,0,7,5,71.4%,50,10.0,7.1,1,131.0,8.9,37,13,0,0,0,0.0,0,5,1,16.7%
Adrian Amos,GNB,0,5,5,100.0%,109,21.8,21.8,2,158.3,11.2,56,53,0,0,0,0.0,0,5,0,0.0%
Chandon Sullivan,GNB,0,5,4,80.0%,70,17.5,14.0,1,158.3,5.2,19,51,0,0,0,0.0,0,1,0,0.0%
Krys Barnes,GNB,0,2,2,100.0%,8,4.0,4.0,0,83.3,-3.0,-6,14,2,0,0,0.0,0,7,0,0.0%
Oren Burks,GNB,0,2,2,100.0%,20,10.0,10.0,0,108.3,3.0,6,14,2,0,0,0.0,0,5,0,0.0%
Eric Stokes,GNB,0,3,2,66.7%,16,8.0,5.3,0,79.9,8.7,10,6,0,0,0,0.0,0,2,0,0.0%
Shemar Jean-Charles,GNB,0,2,2,100.0%,43,21.5,21.5,0,118.7,13.5,27,16,0,0,0,0.0,0,0,0,
Rasul Douglas,GNB,0,3,1,33.3%,5,5.0,1.7,0,42.4,11.7,4,1,0,0,0,0.0,0,1,0,0.0%
Jonathan Garvin,GNB,0,1,1,100.0%,9,9.0,9.0,0,104.2,2.0,2,7,0,0,0,0.0,0,6,0,0.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,0,0.0%
Rashan Gary,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Tedarrell Slaton,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Preston Smith,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Dean Lowry,GNB,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Ladarius Hamilton,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Tipa Galeai,GNB,0,1,0,0.0%,,,0.0,,39.6,13.0,,,0,1,0,0.0,1,2,0,0.0%
Henry Black,GNB,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Will Harris,DET,0,8,7,87.5%,46,6.6,5.8,1,130.2,6.5,36,10,0,0,0,0.0,0,9,0,0.0%
Derrick Barnes,DET,0,6,6,100.0%,152,25.3,25.3,2,158.3,6.5,39,113,1,0,0,1.0,1,5,1,16.7%
Ifeatu Melifonwu,DET,0,6,3,50.0%,22,7.3,3.7,0,59.0,10.2,13,9,1,1,0,0.0,1,5,0,0.0%
Tracy Walker,DET,1,3,3,100.0%,22,7.3,7.3,0,57.6,1.7,5,17,1,0,0,0.0,0,14,2,12.5%
AJ Parker,DET,0,7,3,42.9%,21,7.0,3.0,0,50.3,2.9,8,13,4,0,0,0.0,0,3,1,25.0%
C.J. Moore,DET,1,2,1,50.0%,0,0.0,0.0,0,16.7,-2.0,-5,5,3,0,0,0.0,0,1,0,0.0%
Dean Marlowe,DET,0,2,1,50.0%,9,9.0,4.5,0,62.5,18.0,3,6,4,0,0,0.0,0,5,0,0.0%
Julian Okwara,DET,0,1,0,0.0%,,,0.0,,39.6,11.0,,,0,1,0,2.0,3,3,0,0.0%
Jessie Lemonier,DET,0,0,0,,,,,,,,,,0,1,0,1.0,2,1,0,0.0%
John Penisini,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Jalen Reeves-Maybin,DET,0,1,0,0.0%,,,0.0,,39.6,7.0,,,8,1,0,0.0,1,7,0,0.0%
Charles Harris,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Michael Brockers,DET,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
