Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,13,46,0,4,29,2.2,17,1.3,0,
Easton Stick,LAC,5,31,0,2,27,5.4,4,0.8,1,5.0
Joshua Kelley,LAC,2,2,0,,2,1.0,0,0.0,0,
Derius Davis,LAC,1,2,0,,0,0.0,2,2.0,0,
Gerald Everett,LAC,1,6,0,0,3,3.0,3,3.0,0,
Nick Niemann,LAC,1,0,0,,0,0.0,0,0.0,0,
Isaiah Spiller,LAC,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Javonte Williams,DEN,15,41,0,4,17,1.1,24,1.6,0,
Jaleel McLaughlin,DEN,8,44,0,2,33,4.1,11,1.4,0,
Jarrett Stidham,DEN,6,6,0,1,5,0.8,1,0.2,0,
Samaje Perine,DEN,4,10,0,1,8,2.0,2,0.5,0,
