Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Keith Taylor,CAR,0,7,5,71.4%,64,12.8,9.1,0,99.7,9.1,44,20,0,0,0,0.0,0,6,0,0.0%
Myles Hartsfield,CAR,0,6,4,66.7%,61,15.3,10.2,0,100.0,11.7,47,14,1,0,0,0.0,0,6,1,14.3%
Jeremy Chinn,CAR,0,3,2,66.7%,13,6.5,4.3,0,75.7,4.3,5,8,4,0,1,1.0,2,4,0,0.0%
Shaq Thompson,CAR,0,3,2,66.7%,20,10.0,6.7,0,85.4,5.0,10,10,1,0,0,0.0,0,7,0,0.0%
Marquis Haynes,CAR,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,0,0,1,0.0,1,3,0,0.0%
Jermaine Carter Jr.,CAR,0,2,1,50.0%,15,15.0,7.5,0,75.0,4.5,13,2,1,0,0,0.0,0,6,0,0.0%
Kenny Robinson Jr.,CAR,0,1,1,100.0%,12,12.0,12.0,1,156.2,0.0,0,12,0,0,0,0.0,0,2,0,0.0%
Kamal Martin,CAR,0,1,1,100.0%,29,29.0,29.0,0,118.7,-7.0,-7,36,0,0,0,0.0,0,0,0,
Brian Burns,CAR,0,0,0,,,,,,,,,,2,1,1,0.0,2,2,0,0.0%
Derrick Brown,CAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
DaQuan Jones,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Frankie Luvu,CAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,9,0,0.0%
Giovanni Ricci,CAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Rashaan Melvin,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kwon Alexander,NOR,0,4,4,100.0%,40,10.0,10.0,0,108.3,0.0,0,40,1,0,1,0.5,2,8,1,11.1%
Paulson Adebo,NOR,0,6,4,66.7%,39,9.8,6.5,0,84.7,7.5,31,8,0,0,0,0.0,0,5,0,0.0%
Marshon Lattimore,NOR,0,4,4,100.0%,12,3.0,3.0,0,79.2,2.5,12,0,0,0,0,0.0,0,4,1,20.0%
Malcolm Jenkins,NOR,0,2,2,100.0%,4,2.0,2.0,0,79.2,0.0,0,4,2,1,0,0.0,1,6,0,0.0%
C.J. Gardner-Johnson,NOR,1,2,1,50.0%,-1,-1.0,-0.5,0,16.7,4.5,-6,5,3,0,1,1.0,2,1,1,50.0%
P.J. Williams,NOR,0,1,1,100.0%,10,10.0,10.0,0,108.3,-6.0,-6,16,0,0,1,1.0,2,3,1,25.0%
Jalyn Holmes,NOR,0,1,1,100.0%,21,21.0,21.0,0,118.7,4.0,4,17,0,0,0,0.0,0,0,0,
Demario Davis,NOR,0,2,1,50.0%,7,7.0,3.5,0,58.3,8.5,7,0,1,0,0,0.0,0,5,0,0.0%
Cameron Jordan,NOR,0,0,0,,,,,,,,,,0,0,0,3.5,4,8,0,0.0%
Jeff Heath,NOR,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,2,50.0%
Carl Granderson,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Shy Tuttle,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
J.T. Gray,NOR,0,1,0,0.0%,,,0.0,,39.6,15.0,,,0,0,0,0.0,0,2,0,0.0%
Pete Werner,NOR,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,2,0,0.0%
