Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ameer Abdullah,CAR,4,4,31,0,2,-14,-3.5,45,11.3,-3.5,3,1.3,0,0.0,0,99.0
Chuba Hubbard,CAR,4,3,13,0,1,-5,-1.7,18,6.0,-2.3,0,,1,25.0,0,78.1
D.J. Moore,CAR,8,3,29,0,2,20,6.7,9,3.0,9.3,0,,1,12.5,1,8.9
Ian Thomas,CAR,3,3,33,0,1,13,4.3,20,6.7,4.3,0,,0,0.0,0,112.5
Robbie Chosen,CAR,2,2,10,0,1,12,6.0,-2,-1.0,6.0,0,,0,0.0,0,87.5
Terrace Marshall Jr.,CAR,2,2,16,0,1,16,8.0,0,0.0,8.0,0,,0,0.0,0,100.0
Shi Smith,CAR,1,0,0,0,,0,,0,,-2.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marquez Callaway,NOR,10,6,97,0,4,77,12.8,20,3.3,12.2,1,6.0,3,30.0,0,92.5
Alvin Kamara,NOR,6,5,68,1,3,0,0.0,68,13.6,1.3,1,5.0,0,0.0,0,153.5
Deonte Harty,NOR,2,2,23,0,1,18,9.0,5,2.5,9.0,0,,0,0.0,0,114.6
Lil'Jordan Humphrey,NOR,2,2,26,0,1,21,10.5,5,2.5,10.5,0,,0,0.0,0,118.7
Juwan Johnson,NOR,2,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,56.2
Adam Prentice,NOR,1,1,4,0,1,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
