Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Creed Humphrey,C,70,100%,0,0%,7,26%
Joe Thuney,G,70,100%,0,0%,4,15%
Orlando Brown Jr.,T,65,93%,0,0%,7,26%
Andrew Wylie,G,65,93%,0,0%,7,26%
Patrick Mahomes,QB,65,93%,0,0%,0,0%
Marquez Valdes-Scantling,WR,51,73%,0,0%,0,0%
JuJu Smith-Schuster,WR,46,66%,0,0%,0,0%
Travis Kelce,TE,45,64%,0,0%,0,0%
Nick Allegretti,G,39,56%,0,0%,7,26%
Mecole Hardman,WR,39,56%,0,0%,1,4%
Noah Gray,TE,37,53%,0,0%,16,59%
Trey Smith,G,31,44%,0,0%,3,11%
Jerick McKinnon,RB,27,39%,0,0%,5,19%
Clyde Edwards-Helaire,RB,27,39%,0,0%,0,0%
Jody Fortson,TE,24,34%,0,0%,17,63%
Isiah Pacheco,RB,16,23%,0,0%,11,41%
Justin Watson,WR,16,23%,0,0%,9,33%
Skyy Moore,WR,13,19%,0,0%,6,22%
Michael Burton,FB,9,13%,0,0%,14,52%
Geron Christian,T,5,7%,0,0%,7,26%
Prince Tega Wanogho,T,5,7%,0,0%,7,26%
Chad Henne,QB,5,7%,0,0%,0,0%
L'Jarius Sneed,CB,0,0%,57,88%,5,19%
George Karlaftis III,DE,0,0%,51,78%,1,4%
Justin Reid,SS,0,0%,50,77%,10,37%
Nick Bolton,LB,0,0%,50,77%,1,4%
Juan Thornhill,FS,0,0%,50,77%,0,0%
Rashad Fenton,CB,0,0%,48,74%,0,0%
Chris Jones,DT,0,0%,42,65%,0,0%
Willie Gay Jr.,LB,0,0%,42,65%,0,0%
Michael Danna,DE,0,0%,36,55%,1,4%
Frank Clark,DE,0,0%,35,54%,0,0%
Jaylen Watson,DB,0,0%,33,51%,11,41%
Tershawn Wharton,DT,0,0%,33,51%,1,4%
Trent McDuffie,DB,0,0%,32,49%,0,0%
Carlos Dunlap,LB,0,0%,26,40%,0,0%
Bryan Cook,DB,0,0%,22,34%,19,70%
Derrick Nnadi,DT,0,0%,21,32%,1,4%
Khalen Saunders,DT,0,0%,16,25%,0,0%
Deon Bush,SS,0,0%,15,23%,20,74%
Darius Harris,LB,0,0%,15,23%,13,48%
Joshua Williams,DB,0,0%,15,23%,11,41%
Leo Chenal,LB,0,0%,10,15%,11,41%
Chris Lammons,CB,0,0%,8,12%,20,74%
Elijah Lee,LB,0,0%,8,12%,20,74%
Tommy Townsend,P,0,0%,0,0%,9,33%
James Winchester,LS,0,0%,0,0%,9,33%
Harrison Butker,K,0,0%,0,0%,6,22%
