Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ugo Amadi,SEA,0,6,6,100.0%,31,5.2,5.2,0,88.2,1.0,6,25,1,0,0,0.0,0,7,1,12.5%
Jamal Adams,SEA,1,6,4,66.7%,20,5.0,3.3,0,31.9,10.8,7,13,3,0,1,0.0,1,11,0,0.0%
Jordyn Brooks,SEA,0,7,4,57.1%,89,22.3,12.7,0,101.8,4.9,-2,91,0,0,0,0.0,0,13,1,7.1%
Quandre Diggs,SEA,0,3,3,100.0%,31,10.3,10.3,0,109.7,7.0,21,10,0,0,0,0.0,0,7,0,0.0%
D.J. Reed,SEA,0,6,2,33.3%,75,37.5,12.5,0,81.9,11.0,41,34,0,0,0,0.0,0,5,3,37.5%
Benson Mayowa,SEA,0,3,2,66.7%,11,5.5,3.7,0,72.9,-1.3,-2,13,0,0,0,0.0,0,2,0,0.0%
Rasheem Green,SEA,0,1,1,100.0%,24,24.0,24.0,0,118.7,1.0,1,23,0,0,1,1.0,2,2,0,0.0%
Carlos Dunlap,SEA,0,1,1,100.0%,3,3.0,3.0,0,79.2,0.0,0,3,1,0,0,0.0,0,3,0,0.0%
Bryan Mone,SEA,0,1,1,100.0%,8,8.0,8.0,0,100.0,5.0,5,3,0,0,0,0.0,0,4,1,20.0%
Alton Robinson,SEA,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,1,33.3%
Al Woods,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
Tre Brown,SEA,0,2,0,0.0%,,,0.0,,39.6,22.0,,,0,0,0,0.0,0,0,0,
Poona Ford,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Bobby Wagner,SEA,0,0,0,,,,,,,,,,1,0,0,0.0,0,8,2,20.0%
Darrell Taylor,SEA,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Ryan Neal,SEA,0,1,0,0.0%,,,0.0,,39.6,38.0,,,1,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Rasul Douglas,GNB,0,6,4,66.7%,27,6.8,4.5,0,76.4,8.7,21,6,0,0,0,0.0,0,4,0,0.0%
Henry Black,GNB,0,5,4,80.0%,34,8.5,6.8,0,95.0,12.4,17,17,0,0,0,0.0,0,4,1,20.0%
Chandon Sullivan,GNB,0,6,3,50.0%,34,11.3,5.7,0,67.4,8.3,22,12,0,0,0,0.0,0,2,0,0.0%
Krys Barnes,GNB,0,3,3,100.0%,42,14.0,14.0,0,118.7,3.0,9,33,1,0,0,0.0,0,5,0,0.0%
Adrian Amos,GNB,1,7,2,28.6%,10,5.0,1.4,0,0.0,23.1,-2,12,0,0,0,0.0,0,4,2,33.3%
Kevin King,GNB,1,5,2,40.0%,10,5.0,2.0,0,8.3,13.2,7,3,0,0,0,0.0,0,1,0,0.0%
De'Vondre Campbell,GNB,0,3,1,33.3%,1,1.0,0.3,0,42.4,3.0,1,0,5,0,1,0.0,1,5,0,0.0%
Darnell Savage Jr.,GNB,0,2,1,50.0%,12,12.0,6.0,0,68.7,23.0,1,11,0,0,0,0.0,0,1,0,0.0%
Whitney Mercilus,GNB,0,0,0,,,,,,,,,,0,1,0,1.0,2,3,0,0.0%
Preston Smith,GNB,0,0,0,,,,,,,,,,7,1,0,1.0,2,2,1,33.3%
Rashan Gary,GNB,0,0,0,,,,,,,,,,4,1,0,1.0,2,3,0,0.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
Eric Stokes,GNB,0,4,0,0.0%,,,0.0,,39.6,21.3,,,0,0,0,0.0,0,1,0,0.0%
Jonathan Garvin,GNB,0,0,0,,,,,,,,,,5,0,0,0.0,0,3,0,0.0%
