Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Cameron Sutton,PIT,0,8,5,62.5%,111,22.2,13.9,2,145.8,17.6,79,32,0,0,0,0.0,0,4,0,0.0%
Ahkello Witherspoon,PIT,2,12,4,33.3%,43,10.8,3.6,0,5.2,11.2,34,9,0,0,0,0.0,0,4,0,0.0%
Arthur Maulet,PIT,0,1,1,100.0%,12,12.0,12.0,0,116.7,6.0,6,6,1,1,0,0.0,1,1,1,50.0%
Marcus Allen,PIT,0,1,1,100.0%,17,17.0,17.0,0,118.7,14.0,14,3,1,0,0,0.0,0,1,0,0.0%
Devin Bush Jr.,PIT,0,2,1,50.0%,19,19.0,9.5,0,83.3,5.0,6,13,4,0,0,0.0,0,8,0,0.0%
Justin Layne,PIT,0,2,1,50.0%,13,13.0,6.5,0,70.8,13.5,7,6,0,0,0,0.0,0,1,0,0.0%
Miles Killebrew,PIT,0,1,1,100.0%,1,1.0,1.0,0,79.2,1.0,1,0,0,0,0,0.0,0,2,0,0.0%
Montravius Adams,PIT,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%
Chris Wormley,PIT,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,1,33.3%
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,6,0,0.0%
T.J. Watt,PIT,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Taco Charlton,PIT,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Alex Highsmith,PIT,0,0,0,,,,,,,,,,6,0,0,0.0,0,1,0,0.0%
Buddy Johnson,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Minkah Fitzpatrick,PIT,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,6,0,0.0%
Terrell Edmunds,PIT,0,2,0,0.0%,,,0.0,,39.6,4.5,,,0,0,0,0.0,0,5,0,0.0%
Derrek Tuszka,PIT,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Tre Norwood,PIT,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Joe Schobert,PIT,0,1,0,0.0%,,,0.0,,39.6,-5.0,,,1,0,0,0.0,0,7,3,30.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bashaud Breeland,MIN,1,10,7,70.0%,102,14.6,10.2,1,96.7,10.8,82,20,0,0,0,0.0,0,8,1,11.1%
Anthony Barr,MIN,0,6,5,83.3%,37,7.4,6.2,1,131.9,4.0,12,25,3,0,1,0.0,1,9,0,0.0%
Mackensie Alexander,MIN,0,6,5,83.3%,17,3.4,2.8,0,79.2,2.7,5,12,2,0,0,0.0,0,5,1,16.7%
Patrick Peterson,MIN,0,8,4,50.0%,52,13.0,6.5,1,110.4,8.9,46,6,0,0,0,0.0,0,5,1,16.7%
Kris Boyd,MIN,0,4,3,75.0%,64,21.3,16.0,0,116.7,14.3,58,6,0,0,0,0.0,0,5,0,0.0%
Harrison Smith,MIN,0,2,2,100.0%,11,5.5,5.5,0,89.6,2.5,5,6,1,0,0,1.0,1,5,1,16.7%
Eric Kendricks,MIN,0,1,1,100.0%,17,17.0,17.0,0,118.7,5.0,5,12,6,0,0,1.0,1,11,1,8.3%
Cameron Dantzler,MIN,0,2,1,50.0%,8,8.0,4.0,0,60.4,3.5,3,5,0,0,0,0.0,0,2,0,0.0%
Armon Watts,MIN,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,1,25.0%
Michael Pierce,MIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Sheldon Richardson,MIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,2,40.0%
Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Alexander Mattison,MIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
James Lynch,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
D.J. Wonnum,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
