Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Tua Tagovailoa,MIA,23,32,216,1,1,3,10,29,87.5,1,-3,0,-3,0,0,0,0,0,0,0
Cedrick Wilson Jr.,MIA,0,0,0,0,0,1,7,0,,0,0,0,0,3,2,48,0,29,0,0
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,9,45,0,21,3,1,6,0,6,0,0
Salvon Ahmed,MIA,0,0,0,0,0,0,0,0,,2,3,0,2,2,1,0,0,0,0,0
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,88,1,27,0,0
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,63,0,16,0,0
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0
Jeff Wilson,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL
Jalen Hurts,PHI,23,31,279,2,1,3,23,42,109.5,11,21,1,12,0,0,0,0,0,1,1
D'Andre Swift,PHI,0,0,0,0,0,0,0,0,,15,62,0,22,3,3,13,0,8,0,0
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,8,16,1,5,0,0,0,0,0,0,0
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,15,10,137,1,42,0,0
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,77,1,22,0,0
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,49,0,25,0,0
Julio Jones,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
Olamide Zaccheaus,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
