Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jonnu Smith,ATL,6,6,95,0,4,49,8.2,46,7.7,8.2,0,,0,0.0,0,118.7
Bijan Robinson,ATL,5,5,32,0,2,-8,-1.6,40,8.0,-1.6,0,,0,0.0,0,93.3
Drake London,ATL,7,3,28,1,2,25,8.3,3,1.0,13.0,0,,0,0.0,1,54.5
KhaDarel Hodge,ATL,2,2,19,0,2,16,8.0,3,1.5,8.0,0,,0,0.0,0,106.2
Kyle Pitts,ATL,4,2,21,0,1,19,9.5,2,1.0,12.3,0,,0,0.0,1,26.0
Tyler Allgeier,ATL,2,1,-4,0,0,-4,-4.0,0,0.0,-5.0,0,,1,50.0,0,56.2
Mack Hollins,ATL,3,0,0,0,,0,,0,,24.0,0,,0,0.0,0,39.6
MyCole Pruitt,ATL,1,0,0,0,,0,,0,,-6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian Kirk,JAX,12,8,84,0,4,55,6.9,29,3.6,6.9,0,,1,8.3,0,86.8
Evan Engram,JAX,8,7,59,0,3,29,4.1,30,4.3,4.3,0,,1,12.5,0,97.4
Travis Etienne,JAX,3,3,17,0,2,-3,-1.0,20,6.7,-1.0,0,,0,0.0,0,90.3
Luke Farrell,JAX,2,2,10,0,1,6,3.0,4,2.0,3.0,1,2.0,0,0.0,0,87.5
Calvin Ridley,JAX,2,2,38,1,1,37,18.5,1,0.5,18.5,0,,0,0.0,0,158.3
Tim Jones,JAX,1,1,-1,0,,-2,-2.0,1,1.0,-2.0,0,,0,0.0,0,79.2
Jamycal Hasty,JAX,2,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
