Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Evan Engram,JAX,10,10,88,0,4,33,3.3,55,5.5,3.3,0,,0,0.0,0,103.3
Calvin Ridley,JAX,10,6,83,0,2,71,11.8,12,2.0,13.4,0,,1,10.0,1,47.1
Christian Kirk,JAX,5,4,46,0,2,43,10.8,3,0.8,10.0,0,,1,20.0,0,105.0
Travis Etienne,JAX,6,3,70,1,3,14,4.7,56,18.7,-0.3,0,,0,0.0,0,131.9
Luke Farrell,JAX,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Diontae Johnson,PIT,14,8,85,0,6,76,9.5,9,1.1,13.4,0,,1,7.1,0,75.0
Najee Harris,PIT,5,5,42,0,2,11,2.2,31,6.2,2.2,0,,0,0.0,0,101.7
Connor Heyward,PIT,6,5,24,0,1,14,2.8,10,2.0,4.0,0,,0,0.0,0,83.3
Jaylen Warren,PIT,5,4,19,0,1,-3,-0.8,22,5.5,0.8,0,,1,20.0,0,82.5
Calvin Austin,PIT,2,2,19,0,1,9,4.5,10,5.0,4.5,0,,0,0.0,0,106.2
George Pickens,PIT,5,1,22,1,1,7,7.0,15,15.0,16.2,1,1.0,0,0.0,0,85.0
Allen Robinson,PIT,1,0,0,0,,0,,0,,32.0,0,,0,0.0,1,0.0
Rodney Williams,PIT,2,0,0,0,,0,,0,,4.0,0,,1,50.0,0,39.6
