Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,14,39,0,4,19,1.4,20,1.4,0,
Joshua Kelley,LAC,4,22,0,,8,2.0,14,3.5,1,4.0
Sony Michel,LAC,4,13,0,,8,2.0,5,1.3,0,
Justin Herbert,LAC,2,1,0,1,1,0.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,8,74,0,1,17,2.1,57,7.1,0,
Jerick McKinnon,KAN,4,12,0,0,9,2.3,3,0.8,0,
Patrick Mahomes,KAN,2,-1,0,0,-1,-0.5,0,0.0,0,
Isiah Pacheco,KAN,2,6,0,,3,1.5,3,1.5,0,
Michael Burton,KAN,1,6,0,1,4,4.0,2,2.0,0,
Mecole Hardman,KAN,1,-4,0,0,-4,-4.0,0,0.0,0,
