Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Thielen,CAR,6,6,38,0,1,19,3.2,19,3.2,3.2,0,,0,0.0,0,93.1
Chuba Hubbard,CAR,5,4,26,0,1,4,1.0,22,5.5,1.4,0,,1,20.0,0,88.3
Ihmir Smith-Marsette,CAR,3,3,12,0,1,1,0.3,11,3.7,0.3,0,,0,0.0,0,83.3
Jonathan Mingo,CAR,3,2,0,0,,0,0.0,0,0.0,6.0,0,,0,0.0,0,70.1
Miles Sanders,CAR,2,2,12,0,1,-2,-1.0,14,7.0,-1.0,0,,0,0.0,0,91.7
DJ Chark,CAR,6,1,18,0,1,18,18.0,0,0.0,23.2,0,,1,16.7,0,39.6
Tommy Tremble,CAR,3,1,6,0,,0,0.0,6,6.0,8.0,0,,0,0.0,1,2.8
Ian Thomas,CAR,1,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6
Stephen Sullivan,CAR,2,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Evan Engram,JAX,6,6,60,0,4,31,5.2,29,4.8,5.2,2,3.0,0,0.0,0,108.3
Calvin Ridley,JAX,8,4,39,0,3,31,7.8,8,2.0,8.4,0,,0,0.0,0,64.1
Jamal Agnew,JAX,2,2,53,0,1,40,20.0,13,6.5,20.0,0,,0,0.0,0,118.7
Travis Etienne,JAX,2,2,16,0,1,-4,-2.0,20,10.0,-2.0,2,1.0,0,0.0,0,100.0
Brenton Strange,JAX,2,1,1,0,,0,0.0,1,1.0,2.0,0,,0,0.0,0,56.2
Luke Farrell,JAX,1,1,7,0,,6,6.0,1,1.0,6.0,0,,0,0.0,0,95.8
Parker Washington,JAX,1,1,2,0,,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2
Tim Jones,JAX,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
