Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Drake London,ATL,9,7,96,0,5,86,12.3,10,1.4,12.0,0,,0,0.0,0,111.1
Tyler Allgeier,ATL,5,4,43,0,2,-4,-1.0,47,11.8,-1.4,0,,0,0.0,0,102.5
Olamide Zaccheaus,ATL,7,4,18,0,1,0,0.0,18,4.5,5.6,1,4.0,0,0.0,0,62.2
Anthony Firkser,ATL,3,2,10,0,,10,5.0,0,0.0,4.0,0,,0,0.0,0,71.5
Avery Williams,ATL,2,2,14,0,1,4,2.0,10,5.0,2.0,0,,0,0.0,0,95.8
Damiere Byrd,ATL,2,1,15,0,,15,15.0,0,0.0,22.0,0,,0,0.0,0,75.0
Parker Hesse,ATL,1,1,8,0,1,7,7.0,1,1.0,7.0,0,,0,0.0,0,100.0
Cordarrelle Patterson,ATL,1,1,14,0,1,-7,-7.0,21,21.0,-7.0,0,,0,0.0,0,118.7
MyCole Pruitt,ATL,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,5,3,45,0,2,31,10.3,14,4.7,7.8,0,,0,0.0,0,89.6
Josh Oliver,BAL,3,1,6,0,,3,3.0,3,3.0,23.3,0,,0,0.0,0,42.4
Isaiah Likely,BAL,2,1,4,0,,4,4.0,0,0.0,5.0,0,,1,50.0,0,56.2
DeSean Jackson,BAL,2,1,10,0,1,10,10.0,0,0.0,21.5,0,,0,0.0,0,64.6
Demarcus Robinson,BAL,1,1,6,1,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,131.2
Sammy Watkins,BAL,1,1,40,0,1,26,26.0,14,14.0,26.0,0,,0,0.0,0,118.7
Justice Hill,BAL,1,1,4,0,,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3
J.K. Dobbins,BAL,1,0,0,0,0,0,,0,,1.0,0,,0,0.0,0,39.6
