Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Lavonte David,TAM,0,6,6,100.0%,55,9.2,9.2,0,104.9,5.2,31,24,1,0,0,0.0,0,14,1,6.7%
Jamel Dean,TAM,0,6,5,83.3%,78,15.6,13.0,0,118.7,16.7,62,16,0,0,0,0.0,0,5,1,16.7%
Devin White,TAM,0,4,4,100.0%,29,7.3,7.3,0,96.9,3.0,12,17,9,2,1,2.0,5,18,1,5.3%
Jordan Whitehead,TAM,0,4,3,75.0%,13,4.3,3.3,0,78.1,4.0,8,5,3,0,0,0.0,0,9,0,0.0%
Dee Delaney,TAM,0,3,2,66.7%,35,17.5,11.7,1,145.8,16.7,34,1,1,0,0,0.0,0,1,0,0.0%
Pierre Desir,TAM,0,2,2,100.0%,22,11.0,11.0,0,112.5,1.0,2,20,0,0,0,0.0,0,1,0,0.0%
Mike Edwards,TAM,0,3,2,66.7%,12,6.0,4.0,0,74.3,6.3,12,0,4,0,0,0.0,0,5,0,0.0%
Shaquil Barrett,TAM,0,1,1,100.0%,6,6.0,6.0,0,91.7,2.0,2,4,5,4,1,0.0,5,0,1,100.0%
Antoine Winfield Jr.,TAM,0,2,1,50.0%,6,6.0,3.0,0,56.2,-0.5,4,2,2,0,0,0.0,0,11,0,0.0%
Anthony Nelson,TAM,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Ndamukong Suh,TAM,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Rakeem Nunez-Roches,TAM,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,2,0,0,1.0,1,1,0,0.0%
William Gholston,TAM,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Ross Cockrell,TAM,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,1,0,0.0%
Jason Pierre-Paul,TAM,0,0,0,,,,,,,,,,4,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kendall Fuller,WAS,0,7,6,85.7%,75,12.5,10.7,1,150.9,5.7,30,45,0,0,0,0.0,0,6,0,0.0%
Jamin Davis,WAS,0,5,4,80.0%,47,11.8,9.4,0,105.8,4.0,14,33,4,0,0,0.0,0,6,0,0.0%
Cole Holcomb,WAS,0,4,3,75.0%,14,4.7,3.5,0,79.2,6.5,11,3,7,0,0,0.0,0,5,0,0.0%
Kamren Curl,WAS,0,6,3,50.0%,41,13.7,6.8,0,72.2,8.5,27,14,0,0,0,0.0,0,8,0,0.0%
Landon Collins,WAS,0,5,3,60.0%,15,5.0,3.0,0,64.6,4.0,6,9,3,0,0,0.0,0,3,1,25.0%
Casey Toohill,WAS,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,0,0,0,0.0,0,4,0,0.0%
William Jackson III,WAS,1,1,1,100.0%,6,6.0,6.0,1,91.7,6.0,6,0,0,0,0,0.0,0,3,0,0.0%
David Mayo,WAS,0,1,1,100.0%,9,9.0,9.0,0,104.2,4.0,4,5,0,0,0,0.0,0,3,0,0.0%
Danny Johnson,WAS,0,2,1,50.0%,11,11.0,5.5,0,66.7,9.0,7,4,0,0,0,0.0,0,0,0,
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Shaka Toney,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Matthew Ioannidis,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Bobby McCain,WAS,1,1,0,0.0%,,,0.0,,0.0,14.0,,,0,0,0,0.0,0,3,1,25.0%
Chase Young,WAS,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%
