Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Justin Jefferson,MIN,14,12,192,1,7,148,12.3,44,3.7,13.5,0,,0,0.0,0,142.6
Johnny Mundt,MIN,6,5,58,0,2,44,8.8,14,2.8,7.2,0,,0,0.0,0,106.9
Jordan Addison,MIN,8,4,57,1,2,51,12.8,6,1.5,18.5,0,,0,0.0,2,73.4
Ty Chandler,MIN,3,2,20,0,1,-2,-1.0,22,11.0,-2.7,1,2.0,0,0.0,0,85.4
K.J. Osborn,MIN,4,2,9,0,,1,0.5,8,4.0,2.8,0,,0,0.0,0,56.2
Josh Oliver,MIN,3,2,31,0,2,2,1.0,29,14.5,-1.3,0,,0,0.0,0,100.7
Nick Muse,MIN,1,1,22,0,1,12,12.0,10,10.0,12.0,0,,0,0.0,0,118.7
Brandon Powell,MIN,3,1,2,0,,1,1.0,1,1.0,4.0,0,,0,0.0,0,42.4
Alexander Mattison,MIN,1,1,5,0,0,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amon-Ra St. Brown,DET,10,7,144,1,5,62,8.9,82,11.7,13.8,2,3.5,0,0.0,0,145.8
Sam LaPorta,DET,7,5,29,1,3,13,2.6,16,3.2,2.4,0,,0,0.0,0,118.5
Josh Reynolds,DET,7,5,44,0,2,4,0.8,40,8.0,3.0,1,5.0,0,0.0,0,87.8
Donovan Peoples-Jones,DET,2,2,25,0,1,22,11.0,3,1.5,11.0,0,,0,0.0,0,118.7
Kalif Raymond,DET,2,2,50,0,1,33,16.5,17,8.5,16.5,0,,0,0.0,0,118.7
James Mitchell,DET,1,1,24,0,1,15,15.0,9,9.0,15.0,0,,0,0.0,0,118.7
Dan Skipper,DET,1,1,4,0,,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3
Jahmyr Gibbs,DET,1,0,0,0,0,0,,0,,4.0,0,,0,0.0,0,39.6
