Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
James Bradberry,NYG,0,10,8,80.0%,65,8.1,6.5,1,127.1,6.7,56,9,0,0,0,0.0,0,2,1,33.3%
Aaron Robinson,NYG,0,8,6,75.0%,65,10.8,8.1,0,98.4,8.0,41,24,0,0,0,0.0,0,7,1,12.5%
Tae Crowder,NYG,0,5,5,100.0%,33,6.6,6.6,0,94.2,2.2,11,22,5,0,1,0.0,1,9,0,0.0%
Xavier McKinney,NYG,0,5,5,100.0%,33,6.6,6.6,1,133.7,5.6,28,5,0,0,0,0.0,0,6,0,0.0%
Reggie Ragland,NYG,0,4,3,75.0%,17,5.7,4.3,0,82.3,6.5,10,7,0,0,0,0.0,0,6,0,0.0%
Quincy Roche,NYG,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,0,0,0,1.0,1,6,0,0.0%
Jarren Williams,NYG,0,5,1,20.0%,6,6.0,1.2,0,39.6,8.2,6,0,1,0,0,0.0,0,3,0,0.0%
Julian Love,NYG,0,1,1,100.0%,17,17.0,17.0,0,118.7,15.0,15,2,0,0,0,0.0,0,2,0,0.0%
Azeez Ojulari,NYG,0,0,0,,,,,,,,,,5,2,0,1.0,3,4,0,0.0%
J.R. Reed,NYG,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Logan Ryan,NYG,0,2,0,0.0%,,,0.0,,39.6,12.0,,,0,0,0,0.0,0,8,0,0.0%
Benardrick McKinney,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Lorenzo Carter,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Eric Rowe,MIA,0,9,7,77.8%,40,5.7,4.4,0,85.2,1.6,12,28,2,0,0,0.0,0,7,1,12.5%
Jerome Baker,MIA,0,4,4,100.0%,13,3.3,3.3,0,80.2,-2.3,-9,22,13,0,1,0.0,1,3,0,0.0%
Byron Jones,MIA,0,8,4,50.0%,44,11.0,5.5,0,66.7,11.6,34,10,0,0,0,0.0,0,5,0,0.0%
Andrew Van Ginkel,MIA,0,2,2,100.0%,14,7.0,7.0,0,95.8,1.0,2,12,11,1,1,0.0,2,5,1,16.7%
Justin Coleman,MIA,0,3,2,66.7%,34,17.0,11.3,0,104.9,13.7,31,3,0,0,0,0.0,0,2,0,0.0%
Nik Needham,MIA,0,3,2,66.7%,23,11.5,7.7,0,89.6,13.3,14,9,1,0,0,0.0,0,5,0,0.0%
Jaelan Phillips,MIA,0,1,1,100.0%,11,11.0,11.0,0,112.5,1.0,1,10,5,0,0,2.0,2,3,0,0.0%
Jevon Holland,MIA,0,2,1,50.0%,,,0.0,,56.2,30.5,,,4,0,1,0.0,1,5,0,0.0%
Duke Riley,MIA,0,3,1,33.3%,8,8.0,2.7,0,42.4,8.7,6,2,3,0,0,0.0,0,3,0,0.0%
Christian Wilkins,MIA,0,0,0,,,,,,,,,,0,0,2,0.0,2,5,0,0.0%
Adam Butler,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Elandon Roberts,MIA,0,3,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,2,0,0.0%
Samuel Eguavoen,MIA,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
Xavien Howard,MIA,1,2,0,0.0%,,,0.0,,0.0,12.0,,,0,0,0,0.0,0,2,0,0.0%
