Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Saquon Barkley,NYG,9,6,19,0,2,-5,-0.8,24,4.0,1.1,2,3.0,2,22.2,0,70.1
Devontae Booker,NYG,4,4,18,0,0,1,0.3,17,4.3,0.3,0,,0,0.0,0,85.4
Evan Engram,NYG,5,4,61,0,4,46,11.5,15,3.8,14.4,0,,1,20.0,0,117.5
Kenny Golladay,NYG,5,3,37,0,2,30,10.0,7,2.3,11.6,0,,0,0.0,0,82.9
Pharoh Cooper,NYG,3,2,21,0,1,17,8.5,4,2.0,8.0,0,,0,0.0,0,86.8
Darius Slayton,NYG,7,2,13,0,,-2,-1.0,15,7.5,15.7,0,,1,14.3,1,0.0
Kyle Rudolph,NYG,4,2,18,0,1,4,2.0,14,7.0,1.5,0,,0,0.0,0,62.5
John Ross,NYG,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jaylen Waddle,MIA,11,9,90,0,5,71,7.9,19,2.1,7.9,0,,1,9.1,0,100.8
Mike Gesicki,MIA,11,7,46,0,2,30,4.3,16,2.3,7.9,0,,1,9.1,0,72.5
DeVante Parker,MIA,5,5,62,0,5,59,11.8,3,0.6,11.8,0,,0,0.0,0,118.3
Albert Wilson,MIA,8,4,26,0,3,4,1.0,22,5.5,3.6,1,4.0,0,0.0,0,57.3
Myles Gaskin,MIA,2,2,5,0,,-4,-2.0,9,4.5,-2.0,0,,0,0.0,0,79.2
Hunter Long,MIA,1,1,8,0,,4,4.0,4,4.0,4.0,0,,0,0.0,0,100.0
Mack Hollins,MIA,1,1,5,1,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,127.1
Isaiah Ford,MIA,1,1,2,1,1,2,2.0,0,0.0,2.0,0,,0,0.0,0,118.7
Durham Smythe,MIA,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6
