Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Luke Musgrave,GNB,5,4,30,0,2,14,3.5,16,4.0,3.6,0,,0,0.0,0,91.7
Christian Watson,GNB,5,3,27,0,2,17,5.7,10,3.3,7.0,0,,1,20.0,0,74.6
Jayden Reed,GNB,4,3,21,1,2,12,4.0,9,3.0,8.8,0,,0,0.0,0,126.0
Aaron Jones,GNB,5,3,22,0,2,13,4.3,9,3.0,3.0,0,,0,0.0,0,70.4
Emanuel Wilson,GNB,2,2,8,0,0,-7,-3.5,15,7.5,-3.5,0,,0,0.0,0,83.3
Romeo Doubs,GNB,5,2,30,1,2,14,7.0,16,8.0,13.8,0,,0,0.0,0,100.0
AJ Dillon,GNB,2,2,34,0,1,2,1.0,32,16.0,1.0,1,2.0,0,0.0,0,118.7
Ben Sims,GNB,1,1,2,0,1,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2
Samori Toure,GNB,2,1,3,0,,3,3.0,0,0.0,22.5,0,,0,0.0,1,16.7
Dontayvion Wicks,GNB,1,1,17,0,1,9,9.0,8,8.0,9.0,1,1.0,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Courtland Sutton,DEN,6,6,76,1,4,66,11.0,10,1.7,11.0,0,,0,0.0,0,158.3
Jerry Jeudy,DEN,5,5,64,0,3,48,9.6,16,3.2,9.6,0,,0,0.0,0,118.7
Samaje Perine,DEN,3,3,31,0,2,4,1.3,27,9.0,1.3,1,3.0,0,0.0,0,109.7
Javonte Williams,DEN,4,3,14,0,0,-5,-1.7,19,6.3,-1.5,0,,1,25.0,0,79.2
Jaleel McLaughlin,DEN,2,1,1,0,0,-5,-5.0,6,6.0,-6.5,0,,1,50.0,0,56.2
Adam Trautman,DEN,2,1,5,0,,1,1.0,4,4.0,17.0,0,,0,0.0,0,56.2
Nate Adkins,DEN,1,1,3,0,,-3,-3.0,6,6.0,-3.0,0,,0,0.0,0,79.2
Marvin Mims,DEN,1,0,0,0,,0,,0,,24.0,0,,0,0.0,0,39.6
