Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Roderic Teamer,LVR,0,6,5,83.3%,37,7.4,6.2,0,92.4,6.7,22,15,0,0,0,0.0,0,8,1,11.1%
Denzel Perryman,LVR,0,4,3,75.0%,20,6.7,5.0,0,85.4,2.5,12,8,0,0,0,0.0,0,7,0,0.0%
Nate Hobbs,LVR,0,2,2,100.0%,3,1.5,1.5,0,79.2,-2.0,-4,7,2,0,1,0.0,1,4,0,0.0%
Divine Deablo,LVR,0,4,2,50.0%,23,11.5,5.8,0,67.7,8.0,18,5,0,0,0,0.0,0,9,0,0.0%
Casey Hayward,LVR,0,3,2,66.7%,48,24.0,16.0,1,149.3,17.7,41,7,0,0,0,0.0,0,2,1,33.3%
Brandon Facyson,LVR,0,2,1,50.0%,12,12.0,6.0,0,68.7,9.5,11,1,1,0,1,0.0,1,1,0,0.0%
Tre'von Moehrig,LVR,0,1,1,100.0%,,,0.0,,79.2,,,,1,1,0,0.0,1,1,2,66.7%
Maxx Crosby,LVR,0,1,1,100.0%,5,5.0,5.0,0,87.5,-3.0,-3,8,0,0,0,0.0,0,3,0,0.0%
K.J. Wright,LVR,0,1,1,100.0%,,,0.0,,79.2,0.0,,,0,0,0,0.0,0,2,0,0.0%
Yannick Ngakoue,LVR,0,0,0,,,,,,,,,,0,0,3,1.0,4,1,1,50.0%
Quinton Jefferson,LVR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Damion Square,LVR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Desmond Trufant,LVR,0,1,0,0.0%,,,0.0,,39.6,19.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kenny Moore,IND,0,7,7,100.0%,92,13.1,13.1,1,158.3,10.3,72,20,0,0,0,0.0,0,5,2,28.6%
Shaquille Leonard,IND,1,5,4,80.0%,48,12.0,9.6,0,67.1,5.8,15,33,4,1,0,0.0,1,8,2,20.0%
Rock Ya-Sin,IND,0,8,4,50.0%,28,7.0,3.5,0,58.3,8.4,20,8,0,0,0,0.0,0,4,2,33.3%
Isaiah Rodgers,IND,1,4,3,75.0%,17,5.7,4.3,0,42.7,13.3,9,8,0,0,0,0.0,0,4,1,20.0%
Bobby Okereke,IND,0,3,2,66.7%,16,8.0,5.3,0,79.9,6.7,8,8,2,0,0,0.0,0,10,2,16.7%
Xavier Rhodes,IND,0,2,1,50.0%,3,3.0,1.5,0,56.2,19.0,3,0,0,0,0,0.0,0,2,0,0.0%
George Odum,IND,0,1,1,100.0%,42,42.0,42.0,0,118.7,37.0,37,5,0,0,0,0.0,0,5,0,0.0%
Zaire Franklin,IND,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-2.0,-2,0,0,0,0,0.0,0,5,0,0.0%
Kwity Paye,IND,0,0,0,,,,,,,,,,0,0,0,1.0,2,3,0,0.0%
Taylor Stallworth,IND,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%
Kemoko Turay,IND,0,0,0,,,,,,,,,,0,0,1,0.5,2,1,0,0.0%
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,1,0.5,2,8,0,0.0%
Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Khari Willis,IND,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
