Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Thielen,CAR,7,5,74,0,3,65,13.0,9,1.8,13.1,0,,0,0.0,0,105.7
DJ Chark,CAR,4,2,26,0,1,18,9.0,8,4.0,15.5,0,,0,0.0,0,70.8
Chuba Hubbard,CAR,2,2,9,0,0,-4,-2.0,13,6.5,-2.0,1,2.0,0,0.0,0,85.4
Jonathan Mingo,CAR,9,2,22,0,,5,2.5,17,8.5,17.7,0,,0,0.0,0,39.6
Raheem Blackshear,CAR,2,1,4,0,,1,1.0,3,3.0,3.5,0,,1,50.0,0,56.2
Tommy Tremble,CAR,3,1,2,0,,0,0.0,2,2.0,11.0,0,,0,0.0,0,42.4
Ihmir Smith-Marsette,CAR,1,0,0,0,0,0,,0,,10.0,0,,0,0.0,0,39.6
Stephen Sullivan,CAR,4,0,0,0,,0,,0,,18.8,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Lynn Bowden Jr.,NOR,4,4,24,0,1,0,0.0,24,6.0,0.0,0,,0,0.0,0,91.7
Chris Olave,NOR,5,4,28,1,3,14,3.5,14,3.5,12.6,0,,0,0.0,0,129.6
Alvin Kamara,NOR,4,3,-11,0,0,-10,-3.3,-1,-0.3,-1.3,0,,0,0.0,0,77.1
Jimmy Graham,NOR,2,2,16,1,2,16,8.0,0,0.0,8.0,0,,0,0.0,0,139.6
Juwan Johnson,NOR,3,2,10,0,1,10,5.0,0,0.0,2.7,0,,0,0.0,1,31.9
Foster Moreau,NOR,2,2,8,0,,3,1.5,5,2.5,1.5,0,,0,0.0,0,83.3
A.T. Perry,NOR,1,1,44,0,1,44,44.0,0,0.0,44.0,0,,0,0.0,0,118.7
Jamaal Williams,NOR,1,0,0,0,0,0,,0,,-2.0,0,,0,0.0,0,39.6
