Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Courtland Sutton,DEN,12,9,159,0,5,136,15.1,23,2.6,21.5,0,,0,0.0,0,116.7
Noah Fant,DEN,6,4,33,1,1,18,4.5,15,3.8,4.0,0,,0,0.0,0,120.1
Albert Okwuegbunam,DEN,4,4,24,0,1,9,2.3,15,3.8,2.3,0,,0,0.0,0,91.7
Tim Patrick,DEN,4,3,37,1,2,13,4.3,24,8.0,7.0,0,,0,0.0,0,142.7
Melvin Gordon,DEN,2,2,38,0,1,10,5.0,28,14.0,5.0,1,2.0,0,0.0,0,118.7
Javonte Williams,DEN,1,1,10,0,0,-3,-3.0,13,13.0,-3.0,0,,0,0.0,0,108.3
Eric Saubert,DEN,1,1,7,0,,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8
Kendall Hinton,DEN,1,1,15,0,1,9,9.0,6,6.0,9.0,0,,0,0.0,0,118.7
KJ Hamler,DEN,3,1,5,0,,5,5.0,0,0.0,18.0,0,,0,0.0,0,42.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marvin Jones,JAX,11,6,55,1,2,49,8.2,6,1.0,15.9,0,,0,0.0,0,98.7
James Robinson,JAX,3,3,17,0,1,-7,-2.3,24,8.0,-2.3,0,,0,0.0,0,90.3
Laviska Shenault Jr.,JAX,7,2,-3,0,1,-6,-3.0,3,1.5,5.4,0,,0,0.0,0,39.6
James O'Shaughnessy,JAX,1,1,24,0,1,20,20.0,4,4.0,20.0,0,,0,0.0,0,118.7
Luke Farrell,JAX,2,1,6,0,,6,6.0,0,0.0,12.0,0,,0,0.0,1,16.7
DJ Chark,JAX,4,1,19,0,1,17,17.0,2,2.0,15.5,0,,0,0.0,0,46.9
Tyron Johnson,JAX,1,0,0,0,,0,,0,,44.0,0,,0,0.0,1,0.0
Chris Manhertz,JAX,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6
Carlos Hyde,JAX,2,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Laquon Treadwell,JAX,1,0,0,0,,0,,0,,32.0,0,,0,0.0,0,39.6
