Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bijan Robinson,ATL,10,33,0,2,17,1.7,16,1.6,1,10.0
Tyler Allgeier,ATL,7,12,0,1,5,0.7,7,1.0,2,3.5
Desmond Ridder,ATL,2,3,0,0,2,1.0,1,0.5,0,
Kyle Pitts,ATL,1,-4,0,0,-4,-4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jahmyr Gibbs,DET,17,80,0,3,46,2.7,34,2.0,0,
Jared Goff,DET,5,3,1,1,-2,-0.4,5,1.0,0,
Craig Reynolds,DET,4,15,0,1,15,3.8,0,0.0,0,
Zonovan Knight,DET,3,13,0,,7,2.3,6,2.0,0,
Jason Cabinda,DET,1,0,0,,0,0.0,0,0.0,0,
Amon-Ra St. Brown,DET,1,4,0,0,0,0.0,4,4.0,0,
