#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,IND 25,16,8:33,65,Field Goal
2,2,14:17,IND 25,1,0:07,-6,Fumble
3,2,14:01,IND 25,3,1:04,8,Punt
4,2,10:42,IND 16,3,2:34,9,Punt
5,2,6:44,IND 25,5,2:05,45,Interception
6,2,1:40,IND 25,9,1:34,37,Field Goal
7,3,14:33,IND 24,4,2:02,13,Interception
8,3,10:44,IND 25,3,2:11,-2,Punt
9,3,3:51,IND 25,12,4:37,75,Touchdown
10,4,13:24,JAX 40,6,2:18,25,Interception
11,4,8:42,IND 28,4,1:28,72,Touchdown
12,4,4:50,IND 25,4,1:31,-7,Downs
13,4,3:00,IND 25,7,1:15,22,Downs
