Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Nico Collins,HOU,10,5,49,1,3,37,7.4,12,2.4,9.0,0,,1,10.0,0,97.5
Brandin Cooks,HOU,7,4,37,0,1,29,7.3,8,2.0,9.1,0,,0,0.0,0,71.7
Jordan Akins,HOU,3,3,72,0,2,11,3.7,61,20.3,3.7,0,,0,0.0,0,118.7
Chris Moore,HOU,6,3,70,0,3,33,11.0,37,12.3,13.0,0,,0,0.0,0,92.4
Rex Burkhead,HOU,2,2,28,0,2,0,0.0,28,14.0,0.0,0,,0,0.0,0,118.7
Phillip Dorsett,HOU,4,2,22,0,1,16,8.0,6,3.0,14.0,0,,0,0.0,1,27.1
Dameon Pierce,HOU,3,2,28,0,2,-7,-3.5,35,17.5,-5.7,0,,0,0.0,0,96.5
Dare Ogunbowale,HOU,1,1,13,0,1,3,3.0,10,10.0,3.0,0,,0,0.0,0,118.7
O.J. Howard,HOU,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darius Slayton,NYG,4,3,95,1,2,19,6.3,76,25.3,8.5,0,,0,0.0,0,156.2
Tanner Hudson,NYG,3,3,24,0,1,14,4.7,10,3.3,4.7,0,,0,0.0,0,100.0
Isaiah Hodgins,NYG,2,2,41,0,2,29,14.5,12,6.0,14.5,0,,0,0.0,0,118.7
Wan'Dale Robinson,NYG,2,2,20,0,2,7,3.5,13,6.5,3.5,0,,0,0.0,0,108.3
Lawrence Cager,NYG,2,2,9,1,1,-2,-1.0,11,5.5,-1.0,0,,0,0.0,0,125.0
Saquon Barkley,NYG,1,1,8,0,0,-1,-1.0,9,9.0,-1.0,0,,0,0.0,0,100.0
Chris Myarick,NYG,1,0,0,0,,0,,0,,-4.0,0,,0,0.0,0,39.6
Kenny Golladay,NYG,2,0,0,0,,0,,0,,9.5,0,,2,100.0,0,39.6
