#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 25,6,3:07,27,Punt
2,1,8:24,ARI 19,3,1:19,-2,Punt
3,1,3:43,ARI 37,3,1:42,-4,Punt
4,2,14:15,ARI 25,2,1:05,15,Interception
5,2,6:48,ARI 25,3,2:21,2,Punt
6,2,3:27,ARI 24,3,1:43,-12,Punt
7,3,13:27,ARI 1,3,0:58,0,Punt
8,3,9:38,ARI 20,1,0:07,-8,Fumble
9,3,8:07,ARI 29,4,2:28,10,Punt
10,3,3:34,,3,1:19,10,Interception
11,4,12:08,ARI 38,5,2:07,18,Downs
12,4,7:48,ARI 25,3,0:59,-2,Punt
13,4,6:22,ARI 20,6,2:31,5,Punt
14,4,1:49,ARI 29,3,1:49,-6,End of Game
