Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.J. Hockenson,MIN,8,5,53,0,2,38,7.6,15,3.0,12.1,0,,0,0.0,0,81.8
K.J. Osborn,MIN,7,4,15,0,3,18,4.5,-3,-0.8,7.0,0,,1,14.3,0,62.2
Ty Chandler,MIN,3,3,7,0,1,-9,-3.0,16,5.3,-3.0,0,,0,0.0,0,79.2
Jordan Addison,MIN,3,2,27,0,1,18,9.0,9,4.5,7.3,1,2.0,0,0.0,0,95.1
Justin Jefferson,MIN,3,2,27,0,2,27,13.5,0,0.0,10.7,0,,0,0.0,0,95.1
Jalen Nailor,MIN,5,2,13,0,,5,2.5,8,4.0,10.2,0,,1,20.0,0,47.9
Johnny Mundt,MIN,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Alexander Mattison,MIN,1,0,0,0,0,0,,0,,-1.0,0,,0,0.0,0,39.6
Josh Oliver,MIN,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Brandon Powell,MIN,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,LVR,10,7,53,0,,27,3.9,26,3.7,6.9,0,,0,0.0,1,42.9
Jakobi Meyers,LVR,6,5,25,0,2,9,1.8,16,3.2,0.7,0,,1,16.7,0,84.0
Hunter Renfrow,LVR,5,3,46,0,1,3,1.0,43,14.3,2.4,0,,0,0.0,0,90.4
Josh Jacobs,LVR,2,2,16,0,1,-3,-1.5,19,9.5,-1.5,1,2.0,0,0.0,0,100.0
Ameer Abdullah,LVR,2,2,7,0,0,5,2.5,2,1.0,2.5,0,,0,0.0,0,81.2
Michael Mayer,LVR,2,1,14,0,1,7,7.0,7,7.0,6.0,1,1.0,0,0.0,0,72.9
Austin Hooper,LVR,1,1,5,0,,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5
Tre Tucker,LVR,1,0,0,0,,0,,0,,22.0,0,,0,0.0,0,39.6
